sentence	label	missing	target
Show me the movie schedule  movies opening today close  	6	for by 	Show me the movie schedule for movies opening today close by
please put this track onto letha's signed xoxo playlist	0		please put this track onto letha's signed xoxo playlist
find The Covered Wagon, a game	5		find The Covered Wagon, a game
Let's  the album Handover on Deezer 	3	play 	Let's play the album Handover on Deezer
find Kerasotes Theatres movie schedules	6		find Kerasotes Theatres movie schedules
show movies  the nearest movie house 	6	at 	show movies at the nearest movie house
Tell me the closest movie house playing Black Rage	6		Tell me the closest movie house playing Black Rage
Add the artist Michael Schenker to ina's this is jennifer lopez playlist	0		Add the artist Michael Schenker to ina's this is jennifer lopez playlist
Find a painting called Satisfaction Is the Death of Desire.	5		Find a painting called Satisfaction Is the Death of Desire.
Is there a snowstorm  the forecast  Saint Helena? 	2	in for 	Is there a snowstorm in the forecast for Saint Helena?
Give the current album 1 star	4		Give the current album 1 star
Restaurant near  town uses  two years 	1	in in 	Restaurant near in town uses in two years 
 a table for January the twentieth  a place far  your daughter's campus 	1	Book at from 	Book a table for January the twentieth at a place far from your daughter's campus
 The Colour of the Chameleon 	6	find 	find The Colour of the Chameleon
Play a Mike Osborne song	3		Play a Mike Osborne song
 creativity of Wild About Animals 	5	show 	show creativity of Wild About Animals
I'd like to listen to Space music	3		I'd like to listen to Space music
I want to book at a pub with parking in Cuba.	1		I want to book at a pub with parking in Cuba.
Is A Master of Craft playing  Wanda Group 	6	at 	Is A Master of Craft playing at Wanda Group
forecast for Guatemala 	2		forecast for Guatemala
Will it be temperate in the same area in VI	2		Will it be temperate in the same area in VI
 some Jungle music on iheart 	3	Play 	Play some Jungle music on iheart
 the Mystery Woman saga 	5	Find 	Find the Mystery Woman saga
can i have the movie schedule  IMAX Corporation 	6	for 	can i have the movie schedule for IMAX Corporation
add the track by josh kear to myra's playlist with the name highway 61	0		add the track by josh kear to myra's playlist with the name highway 61
I would give this novel a rating of two	4		I would give this novel a rating of two
 a restaurant for ten people 1 second  now. 	1	Book from 	Book a restaurant for ten people 1 second from now.
Which movie theatre  playing The Good Guys  the Bad Guys? 	6	is and 	Which movie theatre is playing The Good Guys and the Bad Guys?
I give the current essay a two	4		I give the current essay a two
Book a brasserie restaurant in Enfield, North Dakota for rosie and I that has tarte tatin	1		Book a brasserie restaurant in Enfield, North Dakota for rosie and I that has tarte tatin
I'd like to see the   Inquiry into the Good 	5	novel An 	I'd like to see the novel An Inquiry into the Good
 this artist to Blues Roots list 	0	add 	add this artist to Blues Roots list
I give The Caxtons chronicle 1 out of 6 stars.	4		I give The Caxtons chronicle 1 out of 6 stars.
Where is the nearest cinema playing Rainbow Eyes that starts in one minute?	6		Where is the nearest cinema playing Rainbow Eyes that starts in one minute?
Please give me movie schedules	6		Please give me movie schedules
Look for the album called The Tale of Mr. Jeremy Fisher	5		Look for the album called The Tale of Mr. Jeremy Fisher
 Fra Mols til Skagen to my this is trey songz  	0	Add playlist 	Add Fra Mols til Skagen to my this is trey songz playlist
Play Making Out by Alexander Rosenbaum off Google Music.	3		Play Making Out by Alexander Rosenbaum off Google Music.
I want to hear popular music from Martin Lopez	3		I want to hear popular music from Martin Lopez
When can I see The Crew  the Dora 	6	of 	When can I see The Crew of the Dora
holly  brittany need a reservation for a sardinian tea house close  CO 	1	and by 	holly and brittany need a reservation for a sardinian tea house close by CO
What are the movie times at General Cinema Corporation	6		What are the movie times at General Cinema Corporation
Look  Global Clubbing: The Netherlands. 	5	for 	Look for Global Clubbing: The Netherlands.
I need to find the creative work Burn Baby Burn	5		I need to find the creative work Burn Baby Burn
What's the humidity now  NH? 	2	in 	What's the humidity now in NH?
open Fadl Shaker on Spotify and play a melody starting with the newest	3		open Fadl Shaker on Spotify and play a melody starting with the newest
give 4 points to this novel	4		give 4 points to this novel
book a spot for six at a restaurant that serves fish and chips	1		book a spot for six at a restaurant that serves fish and chips
Weather for Notasulga  elevenses 	2	at 	Weather for Notasulga at elevenses
show creative Labor Notes 	5		show creative Labor Notes
Give the  novel a one out  6 rating. 	4	current of 	Give the current novel a one out of 6 rating.
play melody music from 1988	3		play melody music from 1988
what is the movie schedules for animated movies nearby	6		what is the movie schedules for animated movies nearby
 pop music with Groove Shark 	3	play 	play pop music with Groove Shark
Give The Body Artist a 5.	4		Give The Body Artist a 5.
I would like to eat fast food  have a party  two  Kentucky. 	1	and of in 	I would like to eat fast food and have a party of two in Kentucky.
Add nitti to my family favorites playlist	0		Add nitti to my family favorites playlist
When is The Pirate Fairy playing  AMC Theaters? 	6	at 	When is The Pirate Fairy playing at AMC Theaters?
What time is movies playing around here	6		What time is movies playing around here
find On Dress Parade 	6		find On Dress Parade
Book a restaurant that serves scampi for 10 people.	1		Book a restaurant that serves scampi for 10 people.
 michael wittig to the party playlist. 	0	Add 	Add michael wittig to the party playlist. 
Let me listen to The Music Of Nature album by Paul Draper.	3		Let me listen to The Music Of Nature album by Paul Draper.
BOok a table for me and georgina at a pub in a spa	1		BOok a table for me and georgina at a pub in a spa
Can you  a sound track from 1963? 	3	play 	Can you play a sound track from 1963?
find movie schedules for Dickinson Theatres	6		find movie schedules for Dickinson Theatres
 Alfredo Zitarrosa on spotify. 	3	Play 	Play Alfredo Zitarrosa on spotify.
give 5 out of 6 to this album	4		give 5 out of 6 to this album
What will the weather be like on january the twenty-third, 2034 in GA	2		What will the weather be like on january the twenty-third, 2034 in GA
add sam sparro to my playlist called Beach Vibes	0		add sam sparro to my playlist called Beach Vibes
play Lastfm by Steampunk 	3		play Lastfm by Steampunk
I am giving Fifty Years a Hunter and Trapper a 1 rating.	4		I am giving Fifty Years a Hunter and Trapper a 1 rating.
 Keep Your Right Up song 	5	Play 	Play Keep Your Right Up song
What is the trailer  Feel the Passion. 	5	for 	What is the trailer for Feel the Passion.
Find the schedule for Chronicle of My Mother at the nearest cinema in 1 minute and 8 seconds.	6		Find the schedule for Chronicle of My Mother at the nearest cinema in 1 minute and 8 seconds.
what is the 10 pm forecast for Sweet Springs Wyoming	2		what is the 10 pm forecast for Sweet Springs Wyoming
show  a picture of Nokia Football Crazy 	5	me 	show me a picture of Nokia Football Crazy 
Add this album to Trotamundos	0		Add this album to Trotamundos
give The Last Child 4 of 6	4		give The Last Child 4 of 6
I want this  to get a rating  4 	4	chronicle of 	I want this chronicle to get a rating of 4
Play new Teo Macero	3		Play new Teo Macero
fimd films around here 	6		fimd films around here
I  The Vinyl Cafe Notebooks a 0  6 	4	give of 	I give The Vinyl Cafe Notebooks a 0 of 6
Will it be foggy in the same area of Parc provincial Kettle Lakes on february the thirteenth, 2018?	2		Will it be foggy in the same area of Parc provincial Kettle Lakes on february the thirteenth, 2018?
Play some fifties music by Origa.	3		Play some fifties music by Origa.
Rate The Country Blues 3 out of 6 stars	4		Rate The Country Blues 3 out of 6 stars
in the neighborhood find movie times for movies	6		in the neighborhood find movie times for movies
Play track Ai Se Eu Te Pego on google music from artist Maestro	3		Play track Ai Se Eu Te Pego on google music from artist Maestro
add Revolution Revolución to my political punks	0		add Revolution Revolución to my political punks
 this tune by Hal Patino to my Ambiente RnB  	0	add playlist 	add this tune by Hal Patino to my Ambiente RnB playlist
Play the most popular sort by ep by Brooke Fraser	3		Play the most popular sort by ep by Brooke Fraser
Find a photograph called Call on Me.	5		Find a photograph called Call on Me.
 farruko presenta los menores to my amor amor  	0	add playlist 	add farruko presenta los menores to my amor amor playlist
 5 out of 6  to My Favorite Fantasy Story 	4	Rate points 	Rate 5 out of 6 points to My Favorite Fantasy Story
 Llegando a Casa playlist 	3	Play 	Play Llegando a Casa playlist
What will the weather be one hour from now in AS?	2		What will the weather be one hour from now in AS?
Show me the movie Purple Heart Diary.	5		Show me the movie Purple Heart Diary.
Tell me the weather forecast for here in seven years 	2		Tell me the weather forecast for here in seven years 
add lil armstrong to my Adrenaline Workout playlist	0		add lil armstrong to my Adrenaline Workout playlist
I want to  an indoor brasserie within walking distance  ME. 	1	book in 	I want to book an indoor brasserie within walking distance in ME.
Award a rating of 2 stars out of 6 to Confessions of an economic hit man	4		Award a rating of 2 stars out of 6 to Confessions of an economic hit man
Book reservations  a restaurant  NE for 4 people on apr. 2, 2021 	1	at in 	Book reservations at a restaurant in NE for 4 people on apr. 2, 2021
 De Principii Evangelikum to my Domingo Indie palylist 	0	Add 	Add De Principii Evangelikum to my Domingo Indie palylist
I'd like to eat  ten PM. anywhere neighboring to our  	1	at house 	I'd like to eat at ten PM. anywhere neighboring to our house
Play some Mf Doom from the sixties on pandora.	3		Play some Mf Doom from the sixties on pandora.
Play the song American Patrol by lauryn hill	3		Play the song American Patrol by lauryn hill
 this song to Rock Party 	0	add 	add this song to Rock Party
Can you put some monifah on my disco fever playlist	0		Can you put some monifah on my disco fever playlist
What movies are showing at the nearest movie house?	6		What movies are showing at the nearest movie house?
I think that this book deserves a 3	4		I think that this book deserves a 3
What  the forecast  West Virginia will it be snowy 	2	is for 	What is the forecast for West Virginia will it be snowy
give two out of 6 points to  album 	4	current 	give two out of 6 points to current album
I want to bring four people to a place that's close to downtown that serves churrascaria cuisine. 	1		I want to bring four people to a place that's close to downtown that serves churrascaria cuisine. 
When is Twentynine Palms playing at Plitt Theatres?	6		When is Twentynine Palms playing at Plitt Theatres?
 the track by josh kear to myra's  with the name highway 61 	0	add playlist 	add the track by josh kear to myra's playlist with the name highway 61
Play music from 1977	3		Play music from 1977
Can you play the greatest songs by Mauro Picotto	3		Can you play the greatest songs by Mauro Picotto
Play This Is: Animal Collective please	3		Play This Is: Animal Collective please
Find the movie schedule. 	6		Find the movie schedule.
add this album by don reno to my playlist named indiespain	0		add this album by don reno to my playlist named indiespain
 the song titled The Rivalry: Red v. Blue 	5	Find 	Find the song titled The Rivalry: Red v. Blue
 it going to be chilly today  Abo, WI 	2	Is in 	Is it going to be chilly today in Abo, WI
 the schedule for movies at the Megaplex Theatres. 	6	Find 	Find the schedule for movies at the Megaplex Theatres.
 Sense Tu from Ebi Hamedi 	3	Play 	Play Sense Tu from Ebi Hamedi
I would like reservations for Cliff House in seven months for six people.	1		I would like reservations for Cliff House in seven months for six people.
How  the weather be this Summer  New York? 	2	will in 	How will the weather be this Summer in New York?
Find a saga called Story of My Life.	5		Find a saga called Story of My Life.
 the last Niney The Observer song 	3	play 	play the last Niney The Observer song
Where can I purchase the TV show Time for Heroes	5		Where can I purchase the TV show Time for Heroes
This current textbook deserves a rating of 3 points and a best rating of 6	4		This current textbook deserves a rating of 3 points and a best rating of 6
 Tinker, Tailor to my  titled this is trey songz 	0	add playlist 	add Tinker, Tailor to my playlist titled this is trey songz
Tell me the weather forecast for 10/21/2024  Metamora 	2	in 	Tell me the weather forecast for 10/21/2024 in Metamora
 sonntag to my Assassin's Creed 	0	add 	add sonntag to my Assassin's Creed
Play music on Netflix. 	3		Play music on Netflix.
I want a table for 2 at a Portugal restaurant	1		I want a table for 2 at a Portugal restaurant
Will it be foggy in 1 hour and 1 minute from now in OK	2		Will it be foggy in 1 hour and 1 minute from now in OK
I want to hear  by Madeleine Peyroux  1991 on Youtube. 	3	music from 	I want to hear music by Madeleine Peyroux from 1991 on Youtube.
I want to rate A Long Short War series a four out of 6. 	4		I want to rate A Long Short War series a four out of 6. 
add Coordinates of Confusion to bass face  	0	playlist 	add Coordinates of Confusion to bass face playlist
what is the forecast for here  tea time 	2	at 	what is the forecast for here at tea time
Add Jon McLaughlin to my  country playlist. 	0	forever 	Add Jon McLaughlin to my forever country playlist. 
Book a restaurant for one person at 7 AM	1		Book a restaurant for one person at 7 AM
 Portsmouth by Paul Smith on Google Music. 	3	Play 	Play Portsmouth by Paul Smith on Google Music.
 for this album are one for the  6 ratings 	4	stars current 	stars for this album are one for the current 6 ratings
Add cecil womack to my 50 Great Female Voices playlist.	0		Add cecil womack to my 50 Great Female Voices playlist.
Find me the photograph The Late Music	5		Find me the photograph The Late Music
the following essay is worth four out 6	4		the following essay is worth four out 6
Find a movie schedule.	6		Find a movie schedule.
Where can I  the Sounds to Consume album? 	5	find 	Where can I find the Sounds to Consume album?
Is it warm  Califon, Tunisia 	2	in 	Is it warm in Califon, Tunisia
show fog conditions at 7 am  NH 	2	in 	show fog conditions at 7 am in NH
What movies are playing in the area 	6		What movies are playing in the area 
Will it get warmer by 5 am in Washington?	2		Will it get warmer by 5 am in Washington?
Can you pull up showings  Pop Goes the Easel  the local  theatre? 	6	for at movie 	Can you pull up showings for Pop Goes the Easel at the local movie theatre?
I give this essay 0 of 6 stars	4		I give this essay 0 of 6 stars
Find the photograph A Little Less Sixteen Candles	5		Find the photograph A Little Less Sixteen Candles
rate Lost Empires of Faerûn five of 6 stars	4		rate Lost Empires of Faerûn five of 6 stars
 Bossa Nova Soul Samba to my jukebox boogie rhythm & blues  	0	add playlist 	add Bossa Nova Soul Samba to my jukebox boogie rhythm & blues playlist
 the Envoy of Lucifer show 	5	Find 	Find the Envoy of Lucifer show
Please use pandora to play a record from 1993	3		Please use pandora to play a record from 1993
play caitlin cary from the fourties	3		play caitlin cary from the fourties
Look  All That Matters 	5	for 	Look for All That Matters
 bob klose to  mejor música para tus fiestas 	0	add la 	add bob klose to la mejor música para tus fiestas 
Show Panic  the Streets 	5	in 	Show Panic in the Streets
What will the weather be in Michigan?	2		What will the weather be in Michigan?
I need a reservation at sunrise for melva and heidi at a local restaurant.	1		I need a reservation at sunrise for melva and heidi at a local restaurant.
I am looking for a top-rated restaurant near bougatsa that can feed 3 that is close to Pelham Bay Park	1		I am looking for a top-rated restaurant near bougatsa that can feed 3 that is close to Pelham Bay Park
Show movie schedule at Amco Entertainment	6		Show movie schedule at Amco Entertainment
Open Youtube and  Iron Mountain Depot  John Lomax 	3	play from 	Open Youtube and play Iron Mountain Depot from John Lomax
What films are playing  the neighbourhood 	6	in 	What films are playing in the neighbourhood
Is it hot in neighboring Algeria	2		Is it hot in neighboring Algeria
I'd  Days of Blood and Starlight a 4 	4	rate 	I'd rate Days of Blood and Starlight a 4
this series should get 0 of 6  	4	points 	this series should get 0 of 6 points
is AZ has chilly weather	2		is AZ has chilly weather
 a novel called  the Case with Paula Zahn. 	5	Find On 	Find a novel called On the Case with Paula Zahn.
 Before I Grew Up To Love You  Wafah Dufour 	3	Play by 	Play Before I Grew Up To Love You by Wafah Dufour
show me the picture Totally True Love	5		show me the picture Totally True Love
 you please look up the game, The Islanders? 	5	Can 	Can you please look up the game, The Islanders?
give two out of 6 points to Beyond a Boundary	4		give two out of 6 points to Beyond a Boundary
Tell me if there will be a depression today in Kiribati	2		Tell me if there will be a depression today in Kiribati
During tea time,  animated movies will be screening  the closest movie house? 	6	what at 	During tea time, what animated movies will be screening at the closest movie house?
 Caleigh Peters to my women of country list 	0	add 	add Caleigh Peters to my women of country list
 the Show Your Hand show 	5	Find 	Find the Show Your Hand show
what's the closest movie house showing The Hard Way	6		what's the closest movie house showing The Hard Way
Is The Johnstown Flood playing	6		Is The Johnstown Flood playing
I want to hear Ready by Frankenstein Drag Queens From Planet 13	3		I want to hear Ready by Frankenstein Drag Queens From Planet 13
what is the 7 day for Cheat Canyon Wildlife Management Area	2		what is the 7 day for Cheat Canyon Wildlife Management Area
Please rate the current textbook with 5 stars out o 6	4		Please rate the current textbook with 5 stars out o 6
What will the humidity be like on june eighteenth in   location 	2	my current 	What will the humidity be like on june eighteenth in my current location
Show the movie schedule of animated movies close by	6		Show the movie schedule of animated movies close by
 the current book five of 6 stars 	4	Rate 	Rate the current book five of 6 stars
Please book a restaurant for ten members near downtown at 20:38	1		Please book a restaurant for ten members near downtown at 20:38
 decade  the sun best of stereophonics to laundry. 	0	Add in 	Add decade in the sun best of stereophonics to laundry.
What is the television  Phil Ochs: There but  Fortune playing 	5	show for 	What is the television show Phil Ochs: There but for Fortune playing
 Welcome to the Cruel World to my Reggae Classics  	0	Add playlist 	Add Welcome to the Cruel World to my Reggae Classics playlist
 TaskCracker for Outlook, a game 	5	find 	find TaskCracker for Outlook, a game
Need to find the TV series called Administrative Behavior	5		Need to find the TV series called Administrative Behavior
put this artist onto political punks.	0		put this artist onto political punks.
play Are & Be 	3		play Are & Be
Is I Was an American Spy playing at 11 a.m. at Southern Theatres	6		Is I Was an American Spy playing at 11 a.m. at Southern Theatres
Play the soundtrack that Tom Bellamy contributed to	3		Play the soundtrack that Tom Bellamy contributed to
Will it be nice here   the same area 	2	and in 	Will it be nice here and in the same area
Book a reservation for nine at an outdoor restaurant	1		Book a reservation for nine at an outdoor restaurant
Will there be rain next year in New Hampshire?	2		Will there be rain next year in New Hampshire?
 Clásicos del Hip Hop Español 	3	Play 	Play Clásicos del Hip Hop Español
Can you make a reservation for next year  Modesto for joanna  ella 	1	in and 	Can you make a reservation for next year in Modesto for joanna and ella
I would give the  History Decoded: The 10 Greatest Conspiracies  All Time a rating  3  	4	series of of points 	I would give the series History Decoded: The 10 Greatest Conspiracies of All Time a rating of 3 points
find a television show called The Passion of the Betty	5		find a television show called The Passion of the Betty
Restaurant in Durant for 3 PM	1		Restaurant in Durant for 3 PM
On jan. the twentieth what will it feel like in CT or the area not far from it	2		On jan. the twentieth what will it feel like in CT or the area not far from it
Will it be snowy in Parnell?	2		Will it be snowy in Parnell?
I award this next series 0  	4	points 	I award this next series 0 points
I need a reservation  Little Grill Collective  supper with  people 	1	for for eight 	I need a reservation for Little Grill Collective for supper with eight people 
 can I locate the game Legion  Mary: The Jerry Garcia Collection 	5	Where of 	Where can I locate the game Legion of Mary: The Jerry Garcia Collection
How much hotter will it be 40 weeks from now in Blue Island, North Dakota?	2		How much hotter will it be 40 weeks from now in Blue Island, North Dakota?
 a painting called The Book of Folly. 	5	Find 	Find a painting called The Book of Folly.
show creativity in Ah 	5		show creativity in Ah
Rate The Prince of Venice Beach 3 stars	4		Rate The Prince of Venice Beach 3 stars
Book a table at  Pot Doughnuts  Greensburg, AMerican Samoa 	1	Top in 	Book a table at Top Pot Doughnuts in Greensburg, AMerican Samoa
 this essay four out of 6 points 	4	rate 	rate this essay four out of 6 points
Give this  a rating  four out  6. 	4	book of of 	Give this book a rating of four out of 6.
I want a table for four at a place in California	1		I want a table for four at a place in California
restaurant in Kuwait for seven, Mar. eighteenth, 2030	1		restaurant in Kuwait for seven, Mar. eighteenth, 2030
Add 2120 south michigan avenue to my laundry  	0	playlist 	Add 2120 south michigan avenue to my laundry playlist
Give me the forecast  feb. eleventh, 2034 far  Alaska 	2	for from 	Give me the forecast for feb. eleventh, 2034 far from Alaska
 Joey Fatone to my Spotlight on Country 2016  	0	Add playlist 	Add Joey Fatone to my Spotlight on Country 2016 playlist
  the temperature be like  Fort Point, San Francisco the day after tomorrow 	2	What will at 	What will the temperature be like at Fort Point, San Francisco the day after tomorrow
Find Manual of Love 2.	5		Find Manual of Love 2.
add Días Felices to my todo reggaeton playlist	0		add Días Felices to my todo reggaeton playlist
what is the weather  Nebraska 	2	of 	what is the weather of Nebraska
I want to hear a top-50 track  Takahito Eguchi on Google  	3	from Music 	I want to hear a top-50 track from Takahito Eguchi on Google Music
Book a table for 8 people  Robinson House. 	1	at 	Book a table for 8 people at Robinson House.
book a restaurant for 2 at top-rated Hoonah TN	1		book a restaurant for 2 at top-rated Hoonah TN
 Murder The Mountains by Mana on Netflix 	3	Play 	Play Murder The Mountains by Mana on Netflix
Will the weather be temperate 22 minutes from now in Alba	2		Will the weather be temperate 22 minutes from now in Alba
Show me the trailer for The Glades.	5		Show me the trailer for The Glades.
find Blood and Bones 	6		find Blood and Bones
show the movies at the nearest movie house	6		show the movies at the nearest movie house
I am looking for the creative work A Wonderful Life	5		I am looking for the creative work A Wonderful Life
Where do get photograph of  Own Best Enemy 	5	My 	Where do get photograph of My Own Best Enemy
Find me the documentary A Winter of Cyclists	5		Find me the documentary A Winter of Cyclists
Go to the movie Welcome to Tokyo	5		Go to the movie Welcome to Tokyo
 the last book 0 stars 	4	rate 	rate the last book 0 stars
forecast for Serbia	2		forecast for Serbia
find Sappho 	5		find Sappho
Add this track to my Zen Focus playlist	0		Add this track to my Zen Focus playlist
 a picture called Blink of an Eye. 	5	Find 	Find a picture called Blink of an Eye.
Book me a table for seven  neighboring France. 	1	in 	Book me a table for seven in neighboring France.
Rate this chronicle one of 6 points	4		Rate this chronicle one of 6 points
 music by Bryan Maclean 	3	play 	play music by Bryan Maclean
Which films are playing  the neighborhood one second  now? 	6	in from 	Which films are playing in the neighborhood one second from now?
Find a reservation at a brasserie restaurant nearby SC for a party of ten	1		Find a reservation at a brasserie restaurant nearby SC for a party of ten
Play a fifties theme on lastfm 	3		Play a fifties theme on lastfm 
What is the midday weather forecast for Chalkyitsik, Palestine	2		What is the midday weather forecast for Chalkyitsik, Palestine
 me a nice restaurant in Mulvane. 	1	Find 	Find me a nice restaurant in Mulvane.
book a gastropub that serves pansette  Skaneateles, Pennsylvania 	1	in 	book a gastropub that serves pansette in Skaneateles, Pennsylvania
I want to hear some  rock 	3	psychedelic 	I want to hear some psychedelic rock
List movie schedules for movies playing close by	6		List movie schedules for movies playing close by
add Adam Yauch to my Spooning	0		add Adam Yauch to my Spooning
 my Mellow Beats playlist please 	3	Play 	Play my Mellow Beats playlist please
I need to know the weather for Hamorton, TN	2		I need to know the weather for Hamorton, TN
Add maki ohguro to the rock hard playlist	0		Add maki ohguro to the rock hard playlist
Play some thrash metal.	3		Play some thrash metal.
Make me a reservation in NH for a party of two at a restaurant close by	1		Make me a reservation in NH for a party of two at a restaurant close by
play the Hell of a Life movie	5		play the Hell of a Life movie
find Karol: The Pope	5		find Karol: The Pope
Find me An Echo in the Darkness	5		Find me An Echo in the Darkness
I want to add Up to the Mountain to my playlist with the title Women of Indie	0		I want to add Up to the Mountain to my playlist with the title Women of Indie
What films are  National Amusements 	6	at 	What films are at National Amusements
Find the Return to Grace saga	5		Find the Return to Grace saga
Give The Denationalization of Money series four of 6	4		Give The Denationalization of Money series four of 6
 One Way Ticket by Ray Kennedy. 	3	Play 	Play One Way Ticket by Ray Kennedy.
book a restaurant not far from Municipal Borough of Ealing for today	1		book a restaurant not far from Municipal Borough of Ealing for today
I need a reservation for claudine, kelsey  shelley at a restaurant  Palestine. 	1	and in 	I need a reservation for claudine, kelsey and shelley at a restaurant in Palestine.
I need to  a tropézienne restaurant six hours  now 	1	book from 	I need to book a tropézienne restaurant six hours from now
 the  Pat Monahan onto the emily dickinson playlist. 	0	Put artist 	Put the artist Pat Monahan onto the emily dickinson playlist.
Can you put this tune onto Latin Dance Cardio?	0		Can you put this tune onto Latin Dance Cardio?
this book gets points for being   a three 	4	current and 	this book gets points for being current and a three
 music from the artist Joe Sample 	3	Play 	Play music from the artist Joe Sample
Add tune to this is trey songz	0		Add tune to this is trey songz
is it overcast close-by  Illinois 	2	in 	is it overcast close-by in Illinois
I want a Mi Lu Bing song in my Pop Dance playlist. 	0		I want a Mi Lu Bing song in my Pop Dance playlist. 
Will it be colder  Vermont? 	2	in 	Will it be colder in Vermont?
Give the current series four / 6 points.	4		Give the current series four / 6 points.
I would  this textbook 5 points  a rating value of 6 	4	rate and 	I would rate this textbook 5 points and a rating value of 6
Add ana carolina to chill	0		Add ana carolina to chill
what animated movies are at the nearest movie house	6		what animated movies are at the nearest movie house
give one out of 6 points to  series 	4	current 	give one out of 6 points to current series
book a spot for connie, earline and rose at an oyster bar that serves chicken fried bacon in Beauregard Delaware	1		book a spot for connie, earline and rose at an oyster bar that serves chicken fried bacon in Beauregard Delaware
  a song off the Curtis Lee album Rough Diamonds 	3	Please play 	Please play a song off the Curtis Lee album Rough Diamonds
Book a table at a faraway brasserie  NJ. 	1	in 	Book a table at a faraway brasserie in NJ.
Book a table for mindy  angelita  a restaurant which serves café liégeois 	1	and at 	Book a table for mindy and angelita at a restaurant which serves café liégeois 
Book a restaurant with wifi for nine people.	1		Book a restaurant with wifi for nine people.
