sentence	label	missing	target
I'd _ to _ _ _ _ _ _ 	5	like see Confessions of an Indian Teenager 	I'd like to see Confessions of an Indian Teenager
_ a _ _ _ Warrior. 	5	Find game called Dynamite 	Find a game called Dynamite Warrior.
_ _ _ _ _ A _ _ _ _ It. 	6	Show me schedules to see Film with Me in 	Show me schedules to see A Film with Me in It.
_ _ _ _ _ _ Meyer _ _ _ _ THE 80s _ 	0	Please put an album by Joseph on my POP GOES playlist 	Please put an album by Joseph Meyer on my POP GOES THE 80s playlist
I give The Alchemyst: The Secrets of the Immortal Nicholas Flamel 2 out of 6 stars.	4		I give The Alchemyst: The Secrets of the Immortal Nicholas Flamel 2 out of 6 stars.
I _ _ _ _ 0 _ 6 _ 	4	give the current textbook of points 	I give the current textbook 0 of 6 points
_ a _ _ a _ 	1	Book reservation for bistro 	Book a reservation for a bistro
_ _ _ _ _ 3 people. 	1	Book the best joint for 	Book the best joint for 3 people.
_ _ _ the _ 	5	Show Panic in Streets 	Show Panic in the Streets
_ _ I _ _ _ _ Castle? 	5	Where can find Tales of Ghost 	Where can I find Tales of Ghost Castle?
_ _ The Incite _ _ 	6	where is Mill playing 	where is The Incite Mill playing
I _ _ _ _ _ 5 _ _ a _ _ _ 6 	4	would give Dead Man Falling points and best rating of 	I would give Dead Man Falling 5 points and a best rating of 6
Which movies are showing at Southern Theatres?	6		Which movies are showing at Southern Theatres?
_ _ Leandros to _ _ _ _ 	0	add Vicky my piano ballads playlist 	add Vicky Leandros to my piano ballads playlist
Is Goodbye Mr. Chips showing twelve minutes from now	6		Is Goodbye Mr. Chips showing twelve minutes from now
Play a twenties soundtrack on Youtube	3		Play a twenties soundtrack on Youtube
I _ _ _ _ _ _ _ _ _ _ Daddy's _ & _ playlist. 	0	want to put Land of the Dead into my Big Booze Blues 	I want to put Land of the Dead into my Big Daddy's Booze & Blues playlist. 
Add artist to Latin Pop Hits	0		Add artist to Latin Pop Hits
_ _ _ _ _ _ to arlene's _ _ miami _ _ _ 	0	add this album by richard hell playlist named 2017 guest list 	add this album by richard hell to arlene's playlist named miami 2017 guest list
_ _ _ to _ weekend _ 	0	add this tune my playlist 	add this tune to my weekend playlist
_ _ _ The Graduates _ Malibu _ _ _ _ _ 	6	What time is of High playing at Cobb Theatres 	What time is The Graduates of Malibu High playing at Cobb Theatres
_ Chocolate _ _ 	5	show Rain creativity 	show Chocolate Rain creativity
_ _ _ _ _ _ _ N' _ playlist. 	0	Put Molly and Tenbrooks in the French Heavy 	Put Molly and Tenbrooks in the French N' Heavy playlist. 
table for two on Nov. fifteenth	1		table for two on Nov. fifteenth
_ a _ _ 3 _ _ Mexico. 	1	Book restaurant for in New 	Book a restaurant for 3 in New Mexico.
_ _ _ _ Granbury? 	2	Will it snow in 	Will it snow in Granbury?
_ _ _ _ _ Dance Workout 	0	add song in my playlist 	add song in my playlist Dance Workout
Find a book called The Magic Christmas Tree.	5		Find a book called The Magic Christmas Tree.
I _ _ hear _ _ _ _ _ _ 	3	want to Gloryhole from Mani off of Lastfm 	I want to hear Gloryhole from Mani off of Lastfm
I _ a _ _ a _ _ _ _ _ _ 	1	need table at steakhouse in Encino that serves meatcake 	I need a table at a steakhouse in Encino that serves meatcake
Add this tune by Shagrath to black sabbath the ozzy years	0		Add this tune by Shagrath to black sabbath the ozzy years
_ _ _ _ 1 _ _ 6 _ 	4	Rate my current textbook out of points 	Rate my current textbook 1 out of 6 points
book a table for ten people at a restaurant that serves noodle	1		book a table for ten people at a restaurant that serves noodle
_ 0 _ _ 6 _ _ _ _ 	4	give out of points to this essay 	give 0 out of 6 points to this essay
_ _ _ _ _ _ _ _ Anchor. 	6	Give me the showtimes for Sign of the 	Give me the showtimes for Sign of the Anchor.
What's _ _ _ _ _ City? 	2	the weather forecast for Baker 	What's the weather forecast for Baker City?
_ _ I _ Wuthering _ 	5	Where can purchase Heights 	Where can I purchase Wuthering Heights
give this textbook a five	4		give this textbook a five
Play my springtime playlist.	3		Play my springtime playlist.
I'd like a reservation at a place in Iran for neva, alice and maggie parker.	1		I'd like a reservation at a place in Iran for neva, alice and maggie parker.
I _ _ _ _ a 1 _ _ 6. 	4	rate the current textbook out of 	I rate the current textbook a 1 out of 6.
_ _ Falkland _ _ Atomic _ 	1	book in Islands at Cafe 	book in Falkland Islands at Atomic Cafe
_ A _ _ _ _ _ feelin' _ _ 	0	Add Gate Through Bloodstained Mirrors to good playlist 	Add A Gate Through Bloodstained Mirrors to feelin' good playlist
_ i _ _ _ _ _ _ _ _ _ _ theatre? 	6	Can get the listings for the film at the nearest movie 	Can i get the listings for the film at the nearest movie theatre?
_ _ a _ _ Mick _ 	3	Play me tune by Brown 	Play me a tune by Mick Brown
_ _ the _ _ _ _ McGee 	2	What is forecast next year in 	What is the forecast next year in McGee
Tell me the weather forecast close to Romania	2		Tell me the weather forecast close to Romania
_ _ _ the _ _ _ The Honor _ _ _ 	6	What time is Wanda Group playing of an Outlaw 	What time is the Wanda Group playing The Honor of an Outlaw
Play Pura Vida.	3		Play Pura Vida.
I want _ _ _ _ _ _ _ Corporation, _ _ _ _ _ times. 	6	to see The Happy Thieves at Marcus can you show me movie 	I want to see The Happy Thieves at Marcus Corporation, can you show me movie times.
Will it be overcast at night in Kenmore, FL?	2		Will it be overcast at night in Kenmore, FL?
I need a table at Surf Taco in East Uniontown	1		I need a table at Surf Taco in East Uniontown
When is Romance on the Range playing at movie house?	6		When is Romance on the Range playing at movie house?
_ _ _ the _ _ nearby 	6	Please find me movies playing 	Please find me the movies playing nearby
I _ _ _ _ _ _ & _ 	3	want to hear the album Suites Sweets 	I want to hear the album Suites & Sweets
_ _ _ _ Mater to _ _ _ _ 	0	add Georgetown University Alma my evening acoustic playlist 	add Georgetown University Alma Mater to my evening acoustic playlist
_ _ _ _ _ _ Who _ _ _ the _ 	5	Looking for video game For Those Would Walk with Gods 	Looking for video game For Those Who Would Walk with the Gods
I want to go see A Troll in Central Park.	6		I want to go see A Troll in Central Park.
_ _ Placers to _ _ _ 	0	Add Us my new boots 	Add Us Placers to my new boots
Find me a coffeehouse for nine in Indiana that has access to a pool	1		Find me a coffeehouse for nine in Indiana that has access to a pool
_ _ _ top-twenty _ 	3	Play Bob Hilliard music 	Play Bob Hilliard top-twenty music
Play some Paul Stookey from the sixties	3		Play some Paul Stookey from the sixties
_ _ _ spirituals to _ _ _ _ 	0	add back porch my Hit Remix playlist 	add back porch spirituals to my Hit Remix playlist
Give the current essay 5 / 6 stars	4		Give the current essay 5 / 6 stars
I want to hear a Joel Hastings melody. 	3		I want to hear a Joel Hastings melody. 
_ _ _ _ Pandora. 	3	Play fourties music on 	Play fourties music on Pandora.
Add this album the the playlist canciones que lo van a petar	0		Add this album the the playlist canciones que lo van a petar
_ _ _ four _ _ 6 	4	Rate this essay out of 	Rate this essay four out of 6
_ the _ _ _ _ _ _ _ _ _ Relax playlist? 	0	Can artist big mama thornton be put onto my Trabajo 	Can the artist big mama thornton be put onto my Trabajo Relax playlist?
I want to read the novel Love Is in Control	5		I want to read the novel Love Is in Control
Add shi xin hui to my piano chill playlist.	0		Add shi xin hui to my piano chill playlist.
Book a table for my great grandfather and I at a place in Booker, AK.	1		Book a table for my great grandfather and I at a place in Booker, AK.
Freud: A _ _ _ _ _ a _ 4 	4	Life for Our Time deserves solid 	Freud: A Life for Our Time deserves a solid 4
_ _ the _ _ _ Manassa? 	2	What is weather forecast for 	What is the weather forecast for Manassa?
put this tune onto my party through the decades playlist	0		put this tune onto my party through the decades playlist
I _ _ _ _ a _ 6 	4	rate Wideacre five of possiable 	I rate Wideacre five of a possiable 6 
_ _ Squared 	5	find Time 	find Time Squared
Rate the Parable of the Sower a 2 out of 6	4		Rate the Parable of the Sower a 2 out of 6
_ some _ ferrer _ _ _ _ _ _ playlist. 	0	Put frank into my edna st vincent millay 	Put some frank ferrer into my edna st vincent millay playlist. 
_ the _ _ _ blowfly 	3	Play newest stuff by 	Play the newest stuff by blowfly
_ _ _ to _ party _ 	0	add this track my playlist 	add this track to my party playlist
Will there be sun in the Manassas National Battlefield Park?	2		Will there be sun in the Manassas National Battlefield Park?
My Idea of Fun is a book that should get 2 stars.	4		My Idea of Fun is a book that should get 2 stars.
Can I get the showtimes for the closest cinema showing I’m a Cyborg, But That’s OK.	6		Can I get the showtimes for the closest cinema showing I’m a Cyborg, But That’s OK.
_ _ _ _ _ _ the _ theatre? 	6	When is Percy Jackson playing at movie 	When is Percy Jackson playing at the movie theatre?
_ a _ _ Three _ 	1	Book restaurant in Points 	Book a restaurant in Three Points
Book a reservation for 4 at a bar serving corn relish	1		Book a reservation for 4 at a bar serving corn relish
play a good 1952 symphony	3		play a good 1952 symphony
_ Marching _ to _ _ _ _ 	0	add Band miami 2017 guest list 	add Marching Band to miami 2017 guest list
find a TV show called Full House	5		find a TV show called Full House
Will it be hotter in Conception Junction, Moldova?	2		Will it be hotter in Conception Junction, Moldova?
Rate The Taking series a zero out of 6	4		Rate The Taking series a zero out of 6
I would like a cafeteria at 10:41:51 am for seven	1		I would like a cafeteria at 10:41:51 am for seven
_ Punk _ _ 	3	Play Rock music 	Play Punk Rock music
_ _ to the _ _ _ _ to _ _ 	0	add Yoshiki 35 Soul Classics 1970 1975 playlist 	add Yoshiki to the 35 Soul Classics 1970 to 1975 playlist
_ _ _ three _ _ _ 6 	4	rate this book points out of 	rate this book three points out of 6
_ _ a _ _ _ _ _ taverna 	1	please book restaurant with parking facility at 	please book a restaurant with parking facility at taverna
_ _ the _ _ _ _ to the _ _ _ 	0	Please add song by raphael rabello playlist fantastic workout 	Please add the song by raphael rabello to the playlist fantastic workout
play a ballad from 2000	3		play a ballad from 2000
play the top-20 Rita Macneil songs	3		play the top-20 Rita Macneil songs
Where can I see Young Goethe in Love?	6		Where can I see Young Goethe in Love?
_ the _ _ _ _ 6 	4	Rate current novel five of 	Rate the current novel five of 6
will it be chilly in Cistern	2		will it be chilly in Cistern
book a restaurant in Clawson, MS for one	1		book a restaurant in Clawson, MS for one
_ Techno _ _ 	3	Play on Lastfm 	Play Techno on Lastfm
give The Enemy Within saga 3 stars for me	4		give The Enemy Within saga 3 stars for me
Book a restaurant in San Juan Capistrano for 6 people at ten am	1		Book a restaurant in San Juan Capistrano for 6 people at ten am
_ _ _ _ _ a _ _ First Monday _ _ 	6	11 seconds from now find cinema with in October 	11 seconds from now find a cinema with First Monday in October
Check the weather forecast for Biscay	2		Check the weather forecast for Biscay
_ _ _ to a _ 	6	find films closest cinema 	find films closest to a cinema
_ _ _ Manifesto _ Nevermore 	5	Play video game of 	Play video game Manifesto of Nevermore
Give this album 2 / 6.	4		Give this album 2 / 6.
_ _ the _ _ _ _ _ _ The _ _ 	6	Where is nearest movie theatre that is playing King Maker 	Where is the nearest movie theatre that is playing The King Maker
_ A _ _ _ Cities, a _ 	5	find Tale of Two painting 	find A Tale of Two Cities, a painting
_ _ I _ _ _ schedules? 	6	Where can find the movie 	Where can I find the movie schedules?
Play a melody from Elmer Bernstein	3		Play a melody from Elmer Bernstein
Book a table at any restaurant for eight people	1		Book a table at any restaurant for eight people
_ _ _ _ the _ _ _ _ _ 	5	Show me Horton and Kwuggerbug and More Lost Stories 	Show me Horton and the Kwuggerbug and More Lost Stories
Play some fun-punk	3		Play some fun-punk
_ _ the _ _ _ _ _ _ York? 	2	How will weather be this Summer in New 	How will the weather be this Summer in New York?
What is the forecast for Petersville, OH	2		What is the forecast for Petersville, OH
Show me the current movie times	6		Show me the current movie times
_ _ _ 4 _ 6 _ 	4	Rate The Scoop of stars 	Rate The Scoop 4 of 6 stars
Show the movie schedule for Cooper Foundation at 9 o'clock	6		Show the movie schedule for Cooper Foundation at 9 o'clock
_ the _ strobl _ _ _ _ _ _ 	3	Play heinz ep from 2016 on Groove Shark 	Play the heinz strobl ep from 2016 on Groove Shark
_ _ to _ _ _ _ en _ 	0	add song my El Mejor Pop Español 	add song to my El Mejor Pop en Español
_ The _ _ _ _ _ 6 _ 	4	rate Zenith Angle one out of points 	rate The Zenith Angle one out of 6 points
_ _ warm _ _ Niger? 	2	Is it faraway in 	Is it warm faraway in Niger?
Play the thirties soundtrack by ghader abdollahzadeh on Youtube	3		Play the thirties soundtrack by ghader abdollahzadeh on Youtube
_ _ the _ _ Levy _ 	3	Play me greatest Howard song 	Play me the greatest Howard Levy song
What's the _ _ _ _ 	2	weather in New Beaver 	What's the weather in New Beaver
I give the previous album one out of 6 points.	4		I give the previous album one out of 6 points.
_ _ _ _ a _ _ _ 0 _ _ 6. 	4	Give After Having Spent Night Among Horses out of 	Give After Having Spent a Night Among Horses 0 out of 6.
what animated movies are showing in the neighborhood 	6		what animated movies are showing in the neighborhood 
Play cheerful playlist	3		Play cheerful playlist
_ _ chambers to _ _ _ _ 	0	add kasey my political punks playlist 	add kasey chambers to my political punks playlist
Is it snowy in Ocean Shores	2		Is it snowy in Ocean Shores
Tell me the weather for Sewickley at twelve am	2		Tell me the weather for Sewickley at twelve am
I _ _ _ _ _ Masonville, _ nov. 7 	1	would like reservations made for Vermont 	I would like reservations made for Masonville, Vermont nov. 7
Please book a bar type goiano room accommodate for 2 members 1 second from now in PR	1		Please book a bar type goiano room accommodate for 2 members 1 second from now in PR
add Lee Seung gi to my Baila Reggaeton playlist	0		add Lee Seung gi to my Baila Reggaeton playlist
Play the track Fight On, State by Yuvan Shankar Raja	3		Play the track Fight On, State by Yuvan Shankar Raja
For the Classic Road Trip Songs add the entity unwelcome	0		For the Classic Road Trip Songs add the entity unwelcome
_ _ _ _ _ _ _ 6 _ 	4	Rate Sandworms of Dune three out of stars 	Rate Sandworms of Dune three out of 6 stars
I'd _ _ _ _ _ PM. _ _ _ _ _ 	1	like to eat at ten anywhere neighboring to our house 	I'd like to eat at ten PM. anywhere neighboring to our house
_ _ _ to _ Route 	0	add this track Alternative 	add this track to Alternative Route
_ _ _ Soda _ _ _ 7/27/2036 	1	book John Pearson Works restaurant on 	book John Pearson Soda Works restaurant on 7/27/2036
_ _ _ _ _ _ _ _ _ _ _ _ _ _ 1 _ . 	6	Find the schedule for The Solitude of Prime Numbers at the nearest cinema in hour 	Find the schedule for The Solitude of Prime Numbers at the nearest cinema in 1 hour .
Find movie schedules.	6		Find movie schedules.
Find Ek Boond Ishq.	5		Find Ek Boond Ishq.
_ a _ _ _ Blondy _ _ 	3	play track by Alpha with Deezer 	play a track by Alpha Blondy with Deezer
_ _ _ _ the _ _ playlist. 	0	Put this tune onto signed xoxo 	Put this tune onto the signed xoxo playlist.
What time is The Daring Dobermans playing	6		What time is The Daring Dobermans playing
_ _ a _ _ Reproductions 	5	Find me saga by 	Find me a saga by Reproductions
Go to BioRuby	5		Go to BioRuby
I want _ _ _ _ _ _ _ _ _ 	0	to add Digital Line to my playlist called Infantil 	I want to add Digital Line to my playlist called Infantil
_ Sabah to _ _ _ _ 	0	ad my Evening Groove playlist 	ad Sabah to my Evening Groove playlist
_ Live _ Tokyo _ _ 	5	find in for me 	find Live in Tokyo for me
Book a pub for two on jan. first, 2037.	1		Book a pub for two on jan. first, 2037.
_ _ _ pictures _ each _ to _ _ _ _ 	0	add people take of other Rhythm and Blues playlist 	add people take pictures of each other to Rhythm and Blues playlist
_ _ _ to _ _ _ _ _ Dance 2017 	0	Add an album my list La Mejor Música 	Add an album to my list La Mejor Música Dance 2017
_ _ a _ _ _ The _ _ _ 	6	give me list showtimes for Night of Taneyamagahara 	give me a list showtimes for The Night of Taneyamagahara 
_ the _ _ The _ _ 	5	find trailer for Spooky Sisters 	find the trailer for The Spooky Sisters
_ _ _ _ _ show, _ _ & _ Linnane. 	5	Please look up the television Noel Hill Tony 	Please look up the television show, Noel Hill & Tony Linnane.
Is it cold in Windhorst	2		Is it cold in Windhorst
Play In Every Dream Home A Heartache by vincent paul abbott 	3		Play In Every Dream Home A Heartache by vincent paul abbott 
_ some _ _ _ 	3	play 1991 Dave Barker 	play some 1991 Dave Barker
_ _ the _ _ _ _ _ the _ cinema. 	6	Give me showtimes for animated movies at nearest 	Give me the showtimes for animated movies at the nearest cinema.
Find movie times.	6		Find movie times.
add little pattie track in Nu Metal	0		add little pattie track in Nu Metal
_ the _ _ _ _ _ _ the _ _ _ 	6	Show latest animated movies movie times for nearest movie house 	Show the latest animated movies movie times for the nearest movie house
_ _ a Cinder _ _ 	3	Play me Block movement 	Play me a Cinder Block movement
_ _ _ _ _ Wynter Gordon to _ _ _ _ 	0	Can you add something by my soul lounge playlist 	Can you add something by Wynter Gordon to my soul lounge playlist
_ _ the _ _ 	5	Look for Thorns saga 	Look for the Thorns saga
Book a table for 9 people for four pm in Johnson.	1		Book a table for 9 people for four pm in Johnson.
_ _ _ a storm _ 	2	Will there be nearby 	Will there be a storm nearby
How _ _ _ _ Pesotum 	2	hot is it in 	How hot is it in Pesotum
find animated movies around here	6		find animated movies around here
What's the _ _ _ _ 	2	weather like in Calpella 	What's the weather like in Calpella
What animated movies are playing in the neighbourhood and when?	6		What animated movies are playing in the neighbourhood and when?
_ 2004 _ _ 	3	Play on pandora 	Play 2004 on pandora
find a picture called Cahoots	5		find a picture called Cahoots
Play Leanne Dobinson Right To Dream	3		Play Leanne Dobinson Right To Dream
_ _ _ a 1 _ _ 6 	4	Rate this novel out of 	Rate this novel a 1 out of 6
_ _ _ _ a 4 	4	rate the chronicle following 	rate the chronicle following a 4
I'd like to see the television show Best-Of: Design of a Decade 2003–2013	5		I'd like to see the television show Best-Of: Design of a Decade 2003–2013
I _ _ _ _ _ _ a _ _ _ 6 _ a _ _ _ 	4	would give French Poets and Novelists best rating of and value of three 	I would give French Poets and Novelists a best rating of 6 and a value of three
_ _ _ Irreconcilable Differences _ _ _ _ 	6	What time is playing Regal Entertainment Group 	What time is Irreconcilable Differences playing Regal Entertainment Group
Book a food court in Raytown Arizona that serves green bean casserole on july 20th.	1		Book a food court in Raytown Arizona that serves green bean casserole on july 20th.
book a spot in MI	1		book a spot in MI
please add this artist to my Zen Focus playlist	0		please add this artist to my Zen Focus playlist
_ a _ _ a _ _ Stonewood, _ 	1	Book reservation for restaurant in GU 	Book a reservation for a restaurant in Stonewood, GU
_ _ _ _ a _ _ _ _ Cinemark Theatres? 	6	Can you give me list of films at 	Can you give me a list of films at Cinemark Theatres?
_ a _ _ _ _ _ _ 6 _ _ _ _ _ 	4	Add rating of zero points out of to The Inheritance of Loss 	Add a rating of zero points out of 6 to The Inheritance of Loss
what films are on the movie schedule around here 	6		what films are on the movie schedule around here 
_ a _ _ _ _ R&B Hits: _ 	5	find soundtrack called Billboard Hot 1981 	find a soundtrack called Billboard Hot R&B Hits: 1981
I rate Vivian Grey three.	4		I rate Vivian Grey three.
_ Alamo Drafthouse _ _ _ _ 	6	find Cinema with animated movies 	find Alamo Drafthouse Cinema with animated movies
Play genre opera	3		Play genre opera
_ _ _ _ _ Yamazaki Maso 	3	play Hora Din Moldova by 	play Hora Din Moldova by Yamazaki Maso
Where is the nearest movie house that is playing Teaching to See	6		Where is the nearest movie house that is playing Teaching to See
add artist post metal to playlist	0		add artist post metal to playlist
_ _ _ _ to _ _ 80 _ 	0	Add Manuelita la tortuga my Nuestros playlist 	Add Manuelita la tortuga to my Nuestros 80 playlist
Tell me if there will be a depression today in Kiribati	2		Tell me if there will be a depression today in Kiribati
_ a _ _ _ _ _ _ twenty-third 	1	book churrascaria in Macao on May the 	book a churrascaria in Macao on May the twenty-third
Show me TV series Lego Star Wars 3: The Clone Wars	5		Show me TV series Lego Star Wars 3: The Clone Wars
book a table for my step father and I	1		book a table for my step father and I
I _ _ the _ _ _ Dallas _ _ _ 	4	would give Living Dead in chronicle zero points 	I would give the Living Dead in Dallas chronicle zero points
Find the Another Ticket game	5		Find the Another Ticket game
Book a reservation for Thomas Hynes House on jan. the third in Netherlands	1		Book a reservation for Thomas Hynes House on jan. the third in Netherlands
I'd _ to _ _ _ _ _ _ _ _ a _ 	1	like eat surf and turf in one minute at bar 	I'd like to eat surf and turf in one minute at a bar
I gave The Hand of Zei series three of 6 stars	4		I gave The Hand of Zei series three of 6 stars
I give Nothing Lasts Forever 5 out of 6 points.	4		I give Nothing Lasts Forever 5 out of 6 points.
Rate the current novel five of 6 points	4		Rate the current novel five of 6 points
Play sweet shanghai devil by Teddy Diaz.	3		Play sweet shanghai devil by Teddy Diaz.
_ a _ _ a _ _ a _ _ 7 _ _ _ _ 	1	in week make reservation for table of in District Of Columbia 	in a week  make a reservation for a table of 7 in District Of Columbia
The _ _ _ _ _ gets _ _ _ me. 	4	current novel in this series zero points from 	The current novel in this series gets zero points from me.
book a table in Tennessee for 1 for next August	1		book a table in Tennessee for 1 for next August
Add gregg bissonette to my US Latin Top 50 playlist	0		Add gregg bissonette to my US Latin Top 50 playlist
Will it be windy at Medicine Rocks State Park on May 24	2		Will it be windy at Medicine Rocks State Park on May 24
_ _ Earth, a _ _ 	5	find Mother TV show 	find Mother Earth, a TV show
Book a restaurant for 9 people.	1		Book a restaurant for 9 people.
_ _ _ a _ _ _ _ _ TN? 	2	Will there be blizzard next friday close in 	Will there be a blizzard next friday close in TN?
Freud: The Mind of the Moralist should be rated 2 stars with a best rating of 6	4		Freud: The Mind of the Moralist should be rated 2 stars with a best rating of 6
find the movie Ircle	5		find the movie Ircle
_ A _ _ _ 4 _ 6 	4	Rate Conspiracy of Paper of 	Rate A Conspiracy of Paper  4 of 6
_ _ _ _ _ _ _ _ _ _ _ _ 6 _ 	4	rate this book called The Last of the Wine two out of points 	rate this book called The Last of the Wine two out of 6 points
Use Pandora to play Korean OSTs	3		Use Pandora to play Korean OSTs
