sentence	label
book me a reservation at a highly rated tavern in Hornersville	1
what is the forecast for freezing weather here	2
find Regal Entertainment Group animated movies	6
play the video game The Sparrow	5
I'd like a table for six in nine weeks at a restaurant in Tokelau	1
find the book The Crowd Roars	5
What is the weather looking like in Prosser on feb. the 18th?	2
add robyn hitchcock to my romantic evening playlist	0
Find the schedule for The Nightmare six hours from now at the nearest cinema.	6
Find The Best Man Holiday saga	5
book a spot for nine at a top-rated brasserie that has swiss within the same area of New York	1
Please find the novel, Good Doctor	5
Play some music from Victor Kunonga.	3
add this song to my playlist named Britpop, etc	0
I want to see The Happy Thieves at Marcus Corporation, can you show me movie times.	6
show creativity Cum On Feel the Noize the video game	5
Add song to my underground hits	0
Will it be stormy in MA	2
Give Hornblower in the West Indies 0 / 6 points	4
Please look for Catch a Falling Star	5
Tell me the weather forecast for Molino, Washington	2
Play nineties	3
put take up thy stethoscope and walk onto my verano playlist	0
Is the expected weather temperate here in 1 month	2
I need to book a table at a place around here in PA for a party of two	1
Play some music from 1962 from Adeyto	3
add Paul Franklin to my The Bachelor Party	0
my rating for Dilvish, the Damned is 4 out of 6	4
Play my playlist TGIF on itunes	3
What is the forecast for DE on 9/11/2035	2
1 points for Victory for Us Is to See You Suffer	4
Forecast for Econfina	2
Look for the Nightmare on Providence Street saga	5
Play The Soft Parade.	3
What animated movies are in the neighbourhood 	6
what is the overcast forecast for Torrey Pines State Beach	2
Find the movie schedule for Great Escape Theatres.	6
find Reproductions: Songs of The Human League	5
show schedule for Cin cin	5
Book a table for 8 at a pub in North Carolina	1
Put horace silver and the jazz messengers on my running to rock 170 to 190 bpm playlist	0
Can you get me seating for a party of 4	1
Is it freezing close to DC?	2
What's the weather like in Groesbeck	2
Where is the closest movie theatre playing Yo, robot	6
Can you help me find a picture called Olympia 1974?	5
what is the 10 pm forecast for Sweet Springs Wyoming	2
What time are films showing in the neighborhood	6
Add another song to the country playlist. 	0
Add Gary Valenciano to the power gaming playlist. 	0
Will it be sunny in Spain on 3/26/2023?	2
book midday at a faraway cuban place for five at a top-rated bakery in Grainola	1
I need a restaurant that can accommodate a party of ten in Avant.	1
Where can I find a photograph of The Lieutenant of Inishmore?	5
find Projections, an album	5
play Deezer form 2010 tune by Dave Grohl	3
Play the Instrumental Study on Vimeo.	3
Will it be colder this autumn in Wren, Saint Martin	2
What is the weather forecast nearby SC	2
Tell me the closest movie house playing Black Rage	6
Is it forecast to be warm in Doi Inthanon National Park?	2
Download The Red Eagle TV show	5
Find a song called Magic in the Water.	5
Tell me the weather forecast for September 21, 2030 in Palau	2
show Thousand Miles movie	5
Show me the movie times at Star Theatres	6
Rate The Doomsters four out of 6 stars	4
I want to read the novel Love Is in Control	5
I'd like to see The River of Stars TV series	5
Book a CO table at Windows on the World	1
Book a reservation for a restaurant serving burger in Malaysia	1
Play On My Own	3
Play music by Raheem Devaughn.	3
Play a top track by Janamanchi Seshadri Sarma	3
What is the weather forecast for Midnight in DC?	2
Book a restaurant for four on october 9 in Maine	1
What are the weather conditions in Noel?	2
Is it going to be chilly at nine am in Doolittle	2
Book a restaurant for a party of 7 in Paraguay on Saturday	1
I need a reservation for The French Laundry in OH for six	1
rate this book four out of 6 points	4
Play the most popular Johnny Clarke on Deezer.	3
Find me the photograph The Late Music	5
Play Disco Tango to Power Walk	0
Will there be hail around Khao Phanom Bencha National Park?	2
Play my Still Got the Blues playlist.	3
play pop music with Groove Shark	3
Show the Philosophy and Phenomenological Research saga	5
Will it be hot two seconds from now in neighboring West Clear Creek Wilderness	2
find a movie house for Kickboxer 5 – Redemption	6
Tell me the forecast for Elderton, Indiana in 19 hours	2
Add Candlelight to my House Afterwork playlist.	0
Is it chillier in Hong Kong than it is here	2
show me the painting Live – Very Live in Concert	5
Add iene miene mutte to Women of R&B playlist	0
Please get me the AiON show.	5
Play Thelma Aoyama's latest concerto	3
book a table for jasmine, jeannie and leta	1
I want to hear Sebastian's songs from the thirties on Youtube	3
Add Grey Cloudy Lies to the hip hop playlist. 	0
rate this album 2 points	4
What is the weather forecast for Winger	2
I want to hear Major Harris's songs from the fifties	3
stacy watson and adriana want to go to the best osteria in Hallowell Minnesota this afternoon	1
Show me a copy of the picture Double Deal.	5
what is the 11 pm forecast for here and far	2
I give a rating of 3 to The Ultimate Resource.	4
Book a restaurant in seven in Fort McKinley	1
What is the forecast for 1 PM in Minnesota?	2
Rate the Why Is Sex Fun? saga two of 6	4
Book a restaurant in Nebraska on january 25, 2034 for me and my mommy.	1
Is it humid in Otsego Réunion	2
give 2 out of 6 points to current essay	4
what animated movies are playing at the closest movie house	6
Play me a song by Dj Paul Elstak in 1988 on Zvooq	3
book a spot for 1 at a south american restaurant	1
Find me the When Harry Tries to Marry photograph	5
rate in stars as a 6 for Lord of the Shadows which gets a four	4
play Robert Stoddard from 1988	3
Add a Tom Thacker tune to my rock classics	0
 Book a restaurant in El Salvador for 10 people.	1
Locate a cafeteria for two that serves deviled crab	1
Where animated movies does North American Cinemas feature	6
rate this saga 0 out of 6	4
What are the movie schedules	6
add Split the Difference to my Women's Lit playlist	0
give this current novel a three	4
what is the forecast for Bonner starting oct. 24th, 2025 for Argentina	2
give 4 star for this album	4
Find a book called The CIA World Factbook.	5
Play me a Patrick Cowley ballad	3
Can you put consequences on my SOS 48 2016 playlist	0
Can you put Musiri Subramania Iyer's song onto the lo-fi love soundtrack?	0
Show Force of Nature	5
Play the most popular track from Valery Alexandrovich Kipelov	3
Play a song from 1973.	3
what is the forecast for cloudy weather here	2
is it supposed to get colder here on 12/28/2019	2
Book an outdoor restaurant.	1
Play All The Way My Savior Leads Me on Spotify	3
Find the work I Looked Up	5
Include Kunnon syy in my Trap Land playlist. 	0
PLpay the top ten track from Asia Nitollano on spotify.	3
I'd like to get a restaurant booked on mar. fourteenth in MD.	1
in Delanson 1 hour from now reserve a table for four	1
Give this chronicle a 4 out of 6	4
Play a song from the seventies by Pepe Aguilar	3
show creative game Fear Thy Neighbor	5
Add a randy travis song to Deep Dark Indie Folk	0
Play me some music by Prince Alla from the twenties	3
Will it be windy at 7 AM in Dong Phou Vieng National Protected Area	2
Reserve a table for teresa and elnora at a fast food joint which serves fish and chips	1
Rate the current book one of 6 points	4
Play a ballad by Owen Pallett from the seventies on Slacker.	3
Add Los Hombres Calientes Volume 3 New Congo Square to my descanso infinito playlist. 	0
Add tune to my Is It New Wave	0
Is it forecast to be cold in Wisconsin?	2
play a chant by Marina Verenikina	3
I want to book an osteria for 9 in Gabon that serves donuts	1
show movie times for AMC Theatres	6
Play any song from the eighties	3
I want to add an album to noreen's endorphin rush playlist. 	0
where is The Cycle playing	6
Add a track to my dinner playlist	0
Play the best chant of 1975	3
add saxophone supremacy to ofelia's calm before the storm playlist	0
Add another artist to the Spotlight on Country 2016 playlist. 	0
find movie schedules for Loews Cineplex	6
I'd like to eat souvlaki fast food with a party of two	1
play the greatest james yorkston song	3
show the creativity of Where What When	5
What time is Southern Theatres showing Ukraine Is Not a Brothel?	6
Please put another tune into the laundry playlist. 	0
Rate this chronicle a 3	4
I want to add lady maisry to my playlist lo que suena new york	0
Can the artist big mama thornton be put onto my Trabajo Relax playlist?	0
Will it be colder here one minute from now	2
Please book a restaurant room which serves hangtown fry dish in Jagual 	1
show me the schedule of films in the neighbourhood	6
Play my Éxitos España playlist	3
what time can i see Mojave Phone Booth	6
will it rain today in Circleville	2
I need to find the creative work Prince Hours	5
Add the artist to the Latin Jazz playlist.	0
when is Our Story showing next at North American Cinemas	6
add this track to my Dinnertime Acoustics playist	0
I give a rating of four to this textbook.	4
add songs in 90's hip hop of artist	0
play some Alte Kameraden music	3
find Endless Horizons	6
Show me the nearest movie house showing He Won a Ranch	6
play Christina Milian latest music	3
I would rate The Spoiler 0 stars	4
What times will animated movies be showing nearby?	6
find a soundtrack for Lords of the Rising Sun	5
Add Marianne Faithfull to june's Hillary Clinton's Women's History Month Playlist.	0
make a table reservation at the top-rated brasserie in Cotton Center	1
Will there be a blizzard next friday close in TN?	2
Add r u still in 2 it to the under the surface playlist	0
Will it be foggy in 1 hour and 1 minute from now in OK	2
add my old kentucky home to Fresh Finds Fire Emoji	0
Will it be colder in Winnebago	2
I want to eat at a pickled cucumber brasserie in 12 months	1
book sot for one at restaurant with wifi	1
Another Girl, Another Planet gets only one of a possiable 6 rating	4
Add a tune to the Calm Vibes playlist.	0
Will there be snowfall faraway from Robinson Forest	2
What's the weather in Swift River Reservation	2
rate the book The World Is Full of Divorced Women 2 out of 6 stars	4
what time is The Dungeonmaster playing at AMC Theaters	6
movie schedules at AMC Theaters	6
Where the The Housemaid playing and when	6
Please look up The Lamentable Journey of Omaha Bigelow into the Impenetrable Loisaida Jungle television show.	5
Where can I see the movie Across the Line: The Exodus of Charlie Wright?	5
book a restaurant for me, valarie and caroline in 56 weeks  in Soldier Pond	1
Find the schedule for Wenn Lucy springt now at a movie theatre.	6
Add a bill deasy track to the conexiones playlist. 	0
add cliffs of dooneen in playlist Lo Que Suena Los Angeles	0
Rate this essay 2 out of 6 stars	4
What films are playing at Pacific Theatres	6
Look for the Editor & Publisher TV series	5
Is cloudy in Lyncourt?	2
Find movie schedules at IMAX Corporation	6
Will it be chillier in Suwannee	2
are there any movies playing around here	6
Find a novel called A Perfect Day.	5
find PlayStation官方杂志, a song	5
Is it hot in Wind Ridge Guam	2
find The Magical World of Roger Whittaker	5
Play Socialism Is Good by terje bakken on Spotify.	3
Rate this book a zero	4
find Loved Ones for me	5
Add the entity Por una cabeza to my playlist Forever Alone	0
find films in 12 hours at the nearest movie theatre	6
play Lily, Rosemary And The Jack Of Hearts by Chris Goss	3
Find movie schedule for animated movies in the area	6
show Texas Review of Entertainment & Sports Law creative song	5
Can you get me a table at a chicken and waffles joint in New Mexico	1
Rate this chronicle three of 6 stars	4
Add a kiley dean tune to my jazz for loving couples playlist 	0
Play a 2014 theme from Greg Pattillo	3
play some papoose from 2003 on youtube	3
List movie schedules	6
play the music track of 1998	3
Find me Recorder and Randsell	5
find Cluster Computing, a game	5
rate this book titled The Clue in the Old Album one out of 6 stars	4
Rate this essay 4 of 6 stars	4
Can I get the movie times for films in the neighborhood?	6
Rate my current textbook four out of 6	4
This current essay deserves 0 stars	4
rate Six Months in Mexico 1 out of 6	4
What time is The Riders of the Whistling Skull playing at Magic Johnson Theatres	6
book in Vermont at The Maisonette	1
Play jazz music by Zvooq	3
In Hawaii will it be warmer at 3 am	2
What is the weather for Cormorant, ME	2
Add entity eternally to playlist Lazy Chill Afternoon	0
What movies are playing nearby?	6
please put Linzi Stoppard into my sxsw fresh playlist	0
Will it be chilly in Liberty City Bhutan?	2
play the Ashley Tisdale discography TV show	5
add the tune to my jazz vibes playlist	0
Play me a popular Ronnie Wood soundtrack	3
add the artist cho kyu hyun to Funky Jams	0
I'd like to book the best restaurant in AS.	1
Play 2gether by Jade Puget	3
What is the trailer for Feel the Passion.	5
Play the most popular Coti songs on Pandora	3
add hold tight to my throwback party	0
Will it be warm at Tembe Elephant Park on san jacinto day	2
What theater is showing From Paris with Love and when?	6
I'd like to see the trailer for History and Theory	5
Where can I find the movie schedules?	6
find Join the Dots: B-sides and Rarities	5
I am giving this current novel 1 out of 6 stars	4
Will rainfall continue here tomorrow?	2
find movie schedules for AMC Theaters	6
Play a new song form the eighties	3
What's the weather like in Wyandotte Netherlands Antilles	2
give me the movie times	6
Find the movie times for nearby films.	6
what will the weather be in four weeks around Tsingy de Bemaraha Strict Nature Reserve?	2
What will the weather be one hour from now in AS?	2
play Dick Marx	3
what is the forecast for Orienta for hotter weather	2
Play the track R U Professional by Roberto Carlos Braga	3
this track should go on my evening chill playlist	0
I'm looking for the last track by Fei Yu Ching from the fourties	3
I'd like to book at a place in AR, looking for an oyster bar that is indoor and can accommodate a party of eight that is also within walking distance.	1
show me The Best Of: Volume 1 TV series	5
Where will The Blonde from Peking be playing	6
show me a picture of Nokia Football Crazy 	5
Can I rate the current textbook three to 6 stars?	4
Can you play some music on Youtube	3
Book a table for my granddaughter and I at the restaurant. 	1
Rate Wielding a Red Sword 0 stars	4
Add to my verano list a song by andy lee	0
book a bakery for lebanese on january 11th, 2032	1
play The Sea Cabinet	5
Book a restaurant distant from downtown.	1
What is the movie schedule for movies in the neighborhood	6
find The Dead Matter at Speakeasy Theaters	6
I want a table for 4 at any kind of goiano bar	1
forecast for Wisconsin at 10 PM.	2
add this is status quo to teddy riley	0
What will the weather be in Croatia?	2
play some Nastya Kamenskih on Zvooq	3
I need reservations for a party of 3 on all souls' day in Temperance, North Dakota	1
Use service Vimeo the genre slow rock	3
Show The Information: A History picture	5
Give this album 4 out of 6 stars	4
search for the picture Boomtown	5
what movies are playing at Warren Theatres	6
I need fast food for nine within the same area as Bowers that has a pool nearby on 4/17/2033	1
in the neighbourhood find movies	6
Add parempi mies to the Café con Leche playlist. 	0
add josefina pla to isabelle's Guest List GamesRadar playlist	0
What is the forecast for this Fall in Lesotho	2
Can you add something by the artist Paul Cargnello to my Chill Tracks playlist	0
I need to get a restaurant reserved in SD.	1
I need a reservation for five at a top-rated english restaurant in Elma	1
What's the forecast for Jefferson National Expansion Memorial around eight am?	2
Give 2 out of 6 points to the following textbook.	4
Find a TV show called Directions Home.	5
I need to book a table at a tavern that serve gnocchi for nine in Owenyo	1
Can I get the newest movie schedule in the area  for animated movies?	6
Play the TV series Effortless Regurgitation of Bright Red Blood	5
I'd like to book a restaurant that serves pôchouse in Rocksprings.	1
Play 25 To Life by Paul Riley on Deezer.	3
Book me a table at a Tartinery Restaurant not far from my home in Elk Rapids.	1
Play some music on Pandora	3
Play Salmonella Dub Dvd by mario rubalcaba on Vimeo 	3
I need to book a reservation in Searsport at eleven am	1
What is Marty Stuart discography	5
Is it overcast in Brazil in within walking distance	2
what are the movie schedules?	6
will it be colder this Saturday in NC	2
play Going Down To The River on Pandora	3
Play music from Carina Round	3
Find television show on Windows Live TV	5
book north indian osteria at 12 am	1
Plya a tune by Kancherla Gopanna from 1951 on Zvooq	3
Add John Tesh to my salsa classics playlist	0
rate this current book album four stars	4
I want the weather for Saint Martin next year	2
Please get me Rough and Ready saga.	5
Add Ashley McIsaac to my r&b party classics playlist	0
I feel that The Loveday Trials is rated at a one out of 6 points.	4
add Love Story wa Totsuzen ni to the martin garrix show playlist	0
book a restaurant for six in MP	1
find the TV show Starship Titanic	5
Search for the Halfway Home TV show	5
What is the weather going to be like in Klondike Gold Rush National Historical Park on february the 28th, 2034?	2
Play the last 1954 ep by Povel Ramel.	3
Locate the Koi to Senkyo to Chocolate television show	5
is Cape Mount Nature Conservation Unit has storm weather	2
Find me The Wild Boys	5
What time is The Burning Season playing	6
rate First Man: The Life of Neil A. Armstrong three of 6	4
Open Lastfm and start playing whatever	3
Book a tavern in Colorado for two	1
Add Jamaica Say You Will  to my metal	0
play the Gary Chaw album	3
I am giving this current textbook zero out of 6 stars	4
Find Live at Bearsville Theater	5
rate Awaiting Strange Gods: Weird and Lovecraftian Fictions a 1	4
Find a pub for me in FM	1
How do I find the soundtrack African Development Perspectives Yearbook?	5
Find time for films at the North American Cinemas	6
play Sivamani	3
find movie schedules for Dickinson Theatres	6
give 5 out of 6 points to Thorn Castle	4
Will weather conditions be stormy here from 6/15/2025 onward.	2
Find the movie times for North American Cinemas.	6
Will there be a storm six weeks from now in Albania?	2
give five out of 6 stars to The Arrows of Hercules	4
What are the movie schedules for animated movies playing in the neighborhood	6
what is the current spot forecast for far areas and warmer temps	2
Book a reservation for a restaurant in Palau in six years 	1
What are the movie schedules for animated movies close by	6
Where can I see animated movies that's nearby?	6
Rate Puttering About in a Small Land zero out of 6 stars	4
What's the weather forecast for Central, North Dakota?	2
Find the schedule for films in the neighborhood.	6
me and deanna want to book a restaurant in Malawi	1
play music by Bonobo	3
I want to see the trailer for The Entity	5
Book a table for 9 people at a delicatessen for April the twenty-eighth, 2018.	1
Rate A Taste of Blackberries  a three	4
Let me listen to Rouhollah Khaleghi on deezer.	3
I would like to book at Clinton Street Baking Company & Restaurant in Brookneal.	1
On may the thirteenth, 2037 what will it be like in Wilderville, Montenegro	2
I want to hear Shooby Taylor's Tearing Up The Album Charts.	3
add the name covenant to the playlist Fusion Fest	0
When will it be warmer in White Horse, Mauritius	2
Please play Casino Boogie	3
I'd like to see the photograph The Light	5
Please tell me the movie schedules?	6
Will it be snowy in Pillow Indiana?	2
show creative photograph Island in the Sea	5
Rate the current novel 5 of 6 points	4
I want to see the novel, The Green	5
I want to watch the television show Naked II	5
What are the movie times for Megaplex Theatres	6
Book a fast food restaurant.	1
help me the find the Thug Lordz Trilogy book	5
Play some Rockwell from around 1996	3
Find the schedule for To Shoot an Elephant at the nearest movie theatre.	6
I would give this current novel one stars	4
give this essay 4 points	4
Add Sifow to my Skatepark Punks playlist	0
Put this song on legendary guitar solos	0
What will the weather be in Umatilla Malta?	2
Book a restaurant for 9 people.	1
I want to give The Garin Death Ray series 1 stars	4
Find the Youth Against Christ saga	5
rate Orion in the Dying Time four stars	4
What's the weather forecast for Haigler?	2
Tell me the weather forecast for RI	2
Play some Mike Burney on Google Music.	3
Find The Tyrant	5
book a bar close by with a smoking room in MA	1
I want to add Hind Etin to my La Mejor Música Dance 2017 playlist	0
Book me a table at a romanian brasserie in Rixford	1
Find movie schedules for  United Paramount Theatres.	6
Play some Drum & Bass	3
give five stars to The Songlines	4
Where is the TV show Am Universum 	5
Play the track Goodbye Alexander, Goodbye Honey Boy from Ehsaan Noorani	3
book a brasserie with a pool within the same area as my neighborhood for 5 people at 19:26	1
Book a reservation for six for a tyrolean oyster bar	1
Find the schedule for Evening Clothes in 1 second.	6
I want to eat ice cream at a brasserie with me and my mother in law	1
Can you find a photograph of Ace Ventura: The CD-Rom Game	5
Play some music on Vimeo	3
Where can I find the TV show MetaboLights	5
Find The 180.	5
I want to hear popular music from Martin Lopez	3
Book a table for one at a highly rated bistro	1
play There Must Be More To Life Than This	3
show movie times	6
Show The Monkey soundtrack	5
This current textbook deserves a rating of 3 points and a best rating of 6	4
what films are playing at the nearest movie house	6
what is the Random Lake forecast for hot temps	2
Can you play a sound track from 1963?	3
Rate the current book one of 6 points	4
Play me a nineties song by Joseph Genaro	3
Play Moondog's Chupacabra.	3
What time is Dive Bomber playing	6
rate the current book 3 out of 6 stars	4
find Valley of the Dolls	5
what is the forecast for cold temps in West Virginia next autumn	2
What's the weather forecast for here?	2
Restaurant in Durant for 3 PM	1
Book a reservation for me and my step sister in Nebraska in two seconds	1
this book gets points for being current and a three	4
Find a reservation at Berowra Waters Inn in Australia in 2 years 	1
find NHL on Fox	5
Can you book me a table for 9 in DE?	1
Find an album called List of Re: Hamatora episodes.	5
play Ebony Bones on Itunes	3
Book a restaurant in Gate City for 5 people.	1
Rate this saga 0 stars	4
Find the movie schedules for Speakeasy Theaters.	6
Add a song from Randy Rhoads to my 50 Clásicos playlist	0
play drive playlist	3
Find movie schedules.	6
Play my Electro Sur playlist. 	3
I want to book a table for me and my boss at Glassy Junction in Turkey.	1
Is Prophecy playing at Malco Theatres	6
Find the movie schedules for Consolidated Theatres.	6
Add 2120 south michigan avenue to my laundry playlist	0
When is Harassed being played at Plitt Theatres?	6
When was the TV show CrazySexyCool taken off air?	5
Please add a song to ines's playlist called Metal Party	0
book a table in Fort Loudon at a restaurant for 5	1
add megon mcdonough indie songs for slackers to my playlist artist	0
Add singing in the trees to rena's Lo mejor de Radio 3 playlist.	0
make a reservation for hillary, dina chavez and alexis	1
book a restaurant not far from Municipal Borough of Ealing for today	1
Play some Carmen Mcrae from Ed Robertson off of Itunes	3
play zvooq Southern Gothic	3
find the movie Ircle	5
Will it be temperate next wed. in Athol in the Federated States Of Micronesia	2
Will it be sunny in South Superior?	2
Get me a table for 3 within walking distance from my hotel in Tajikistan.	1
Can I hear Jeremy Taggart's newest chant on Deezer?	3
Find a novel called Twins of Evil.	5
I would like reservations for Giodi's in Piper AZ.	1
I'd like to go to the popular bistro in OH	1
my rating for Some Doves and Pythons is four	4
find a book called The Mad Magician	5
Will it be colder in Litchfield	2
Book a table for 6 at a top-rated restaurant in North AMityville MA that serves south tyrolean food	1
rate this book a zero	4
Book a table for eight people at a bar that has steak sauce in Half Moon AMerican Samoa right now	1
What movies are playing at Mann Theatres	6
find 16 starting time for Heavenly Body	6
book a restaurant in MS that can seat ten at 01:51:47 pm	1
FInd trailer for Iraq for Sale: The War Profiteers	5
need a table at a restaurant serving foie gras on halloween for two at Northern Mariana Islands	1
Can you play Deezer from 2007?	3
book a cafe for one in the Cocos Islands	1
this next essay is worth five	4
Will it be colder in Tallgrass Prairie National Preserve?	2
When will WI be temperate?	2
show Investigating Sex album	5
rate Lost Empires of Faerûn five of 6 stars	4
Tell me if it'll be overcast nearby Papua New Guinea	2
I want a table for 8 in Plain on Aug. 5	1
I need seats for 6 at CHAR No.4 in Georgia	1
Put this song on my indiespensables playlist	0
Rate this novel a 3	4
Put the joy division the complete bbc recordings on 40 hits	0
What are the movie schedules for Kerasotes Theatres	6
play 1990 tunes on Groove Shark	3
five points for this novel	4
Add this tune to my post metal playlist	0
How hot is it in Pesotum	2
Please look up Amrithavaahini	5
play some sixties music	3
I want to book Dinner by Heston Blumenthal in AL.	1
What movies are playing in the area?	6
What is the movie times at Marcus Corporation	6
find Amanda Palmer Goes Down Under	5
I want to book a restaurant in Keeling Islands for a party of ten	1
I need a reservation for a party of three, maybe a gastropub that sells steak.	1
Book a reservation for four in Cajah's Mountain in 1 year	1
What will the weather be like here on dec. 8, 2019	2
Rate Half Past Human three stars	4
Play the top-twenty from Tony Calder off Slacker.	3
Show me when Scandalous John is playing.	6
add repent replenish repeat to Classical Moments in Movies 	0
Rate Seeing the Big Picture a zero out of 6 points	4
weather in one minute in Norfolk Island	2
I'd like to watch the TV series called Fires of Life	5
Add Take Me Back to Dear Old Blighty to my dinner playlist	0
what is the meal time forecast for Cayman Islands	2
I need to hear the song Aspro Mavro from Bill Szymczyk on Youtube	3
I want to give Select Conversations with an Uncle 5 stars	4
Let me have the movie schedules for General Cinema Corporation	6
Play my Sophisticated Dinner playlist on Slacker	3
show me the schedule of The Loves of Letty in cinema closest	6
When is Lake City playing at Dipson Theatres?	6
rate the current essay a three	4
I want to hear a Gucci Mane song from Last Fm from 2002	3
Book The Crown at Whitebrook in RI for 2 people.	1
Play the artist Joe	3
give this a four for the next series of points	4
Is it humid in Caddo Mills, KY?	2
Add the singer Maxine Nightingale to the Spanish Beat playlist.	0
Add silver apples to teh sin estrés playlist.	0
Pull up Mafia: The City of Lost Heaven	5
Play thirties music by Flex on Google Music	3
find the trailer for Hit the Ice	5
show creative Last Light	5
Assign 0 points out of 6 to The Gate of Worlds	4
restaurant named The Palm in Tennyson MI	1
Please find the Infrared Riding Hood TV show.	5
add artist abdel halim hafez to my conexiones playlist	0
Play Les Pauvres Riches by Pan Mei Chen.	3
I'm hoping you can find a photograph from Live At The Isle Of Wight 1970.	5
Play music on the playlist Urban Hits	3
book me a top-rated pub	1
book a spot for 6 at a gateau restaurant	1
Book a reservation for ten at a restaurant in AMerican Samoa at 2 am	1
Play the track Grow Old With Me by artist Chloe Rose Lattanzi	3
I want to play the game Show Me the Wonder	5
Book a table for eight this month in Maldives.	1
give two out of 6 to current book	4
Add this artist to Metal Party	0
Add the tune from Leena Peisa to my amor amor playlist.	0
I need a reservation in Pitcairn Islands for any restaurant  joint	1
Get me a highly rated restaurant in Nigeria	1
Rate The Secret of Dr. Honigberger 2 points out of 6	4
The current essay is worthy only of a 0 out 6 score. 	4
Find a reservation in Deweese for my sister and I	1
When is Em4Jay playing at the movie theatre?	6
book a spot for six at a restaurant that serves fish and chips	1
What will the weather be in one minute in Tanzania	2
Add el pavo dustin to viajes	0
I want movie times for Fox Theatres	6
Can you play Under The Anheuser Bush by Pete Doherty	3
rate this series 4 stars	4
Show me the new showings for animated movies in the neighborhood	6
Play me a song from Luxury Liner	3
I feel that Sons and Lovers deserves a rating of 2.	4
Is there snowfall in Hineston New Hampshire	2
Show the movie schedule	6
want to find the novel called Innocent Until Caught 2: Guilty	5
Will it get warmer in Holy Cross Wilderness	2
Book me a popular restaurant reservation at a brazilian delicatessen	1
play some fourties Andrew Lloyd Webber on Groove Shark	3
find The Girlfriend Experience, a television show	5
what is the ME forecast for Joanna	2
Is it chilly anywhere faraway from my current place	2
Where can I watch the TV series Breed the Pain?	5
What will the weather be in Romania at 4?	2
What films are playing at 11 A.M. at Dickinson Theatres	6
add Tinker, Tailor to my playlist titled this is trey songz	0
add this track to morning classical	0
When is Bless the Child playing at the movie theatre	6
add this song to Country Coffeehouse	0
Search for The Dark Side of the Mind movie	5
I want to give this textbook four out of 6 	4
please rate this essay three out of 6	4
What will the weather be in Stelvio National Park 1 hour and 1 minute from now?	2
I'd like to play the album Beloved Rogues	5
Add teriazume to the nação reggae playlist	0
I want lance king in my list called One Love	0
please put Book of Love on my NTC High Intensity Training Tracks playlist	0
Cock-A-Doodle-Doo! was awful. I'm giving it a 0 out of 6.	4
Can you give me the forecast for 11 in Bradner, IA	2
