sentence	label	missing	target
rate the book The Devil in Velvet 4 out of 6 points	4		rate the book The Devil in Velvet 4 out of 6 points
using stars the current object gets four for the textbook out of 6	4		using stars the current object gets four for the textbook out of 6
I need a reservation for The Berghoff in Jamaica in 18 seconds	1		I need a reservation for The Berghoff in Jamaica in 18 seconds
Find Ek Boond Ishq.	5		Find Ek Boond Ishq.
Play some music by Mutlu	3		Play some music by Mutlu
show creativity of Accident Analysis & Prevention	5		show creativity of Accident Analysis & Prevention
Rate The Philosophic Thought of Ayn Rand three of 6 stars	4		Rate The Philosophic Thought of Ayn Rand three of 6 stars
I need to book a table at a bar in Micronesia for tia, madeline and estela	1		I need to book a table at a bar in Micronesia for tia, madeline and estela
Where do I play the video game The Wild Geese?	5		Where do I play the video game The Wild Geese?
Find Resurrection of Evil.	5		Find Resurrection of Evil.
this horrible essay gets zero out of 6 stars	4		this horrible essay gets zero out of 6 stars
Show me KurdishMedia.com	5		Show me KurdishMedia.com
book a highly rated bar in Burkina for georgia and I	1		book a highly rated bar in Burkina for georgia and I
When is Twentynine Palms playing at Plitt Theatres?	6		When is Twentynine Palms playing at Plitt Theatres?
play a new soundtrack by Benjamin Darvill on Groove Shark	3		play a new soundtrack by Benjamin Darvill on Groove Shark
Need book a restaurant for this Autumn in Illinois	1		Need book a restaurant for this Autumn in Illinois
Add Rattus at the Roundhouse to my funk playlist.	0		Add Rattus at the Roundhouse to my funk playlist.
Let me know what animated movies are playing around here.	6		Let me know what animated movies are playing around here.
rate the current chronicle series 4 out of 6 points	4		rate the current chronicle series 4 out of 6 points
Play me a 1957 ep	3		Play me a 1957 ep
What's the forecast for Little Silver	2		What's the forecast for Little Silver
rate the book A Girl, a Man, and a River a five	4		rate the book A Girl, a Man, and a River a five
Find the American Journal of Sports Medicine picture	5		Find the American Journal of Sports Medicine picture
What animated movies are playing nearby right now?	6		What animated movies are playing nearby right now?
Find Stays in Mexico.	5		Find Stays in Mexico.
Put this track from The Edge on my funk soul disco playlist	0		Put this track from The Edge on my funk soul disco playlist
Play some psychadelic music.	3		Play some psychadelic music.
add the artist to my indietronic playlist	0		add the artist to my indietronic playlist
Please look up Two More Years soundtrack.	5		Please look up Two More Years soundtrack.
Tell me the weather forecast for France	2		Tell me the weather forecast for France
book me a reservation at a highly rated tavern in Hornersville	1		book me a reservation at a highly rated tavern in Hornersville
what is the forecast for freezing weather here	2		what is the forecast for freezing weather here
find Regal Entertainment Group animated movies	6		find Regal Entertainment Group animated movies
play the video game The Sparrow	5		play the video game The Sparrow
I'd like a table for six in nine weeks at a restaurant in Tokelau	1		I'd like a table for six in nine weeks at a restaurant in Tokelau
find the book The Crowd Roars	5		find the book The Crowd Roars
What is the weather looking like in Prosser on feb. the 18th?	2		What is the weather looking like in Prosser on feb. the 18th?
add robyn hitchcock to my romantic evening playlist	0		add robyn hitchcock to my romantic evening playlist
Find the schedule for The Nightmare six hours from now at the nearest cinema.	6		Find the schedule for The Nightmare six hours from now at the nearest cinema.
Find The Best Man Holiday saga	5		Find The Best Man Holiday saga
book a spot for nine at a top-rated brasserie that has swiss within the same area of New York	1		book a spot for nine at a top-rated brasserie that has swiss within the same area of New York
Please find the novel, Good Doctor	5		Please find the novel, Good Doctor
Play some music from Victor Kunonga.	3		Play some music from Victor Kunonga.
add this song to my playlist named Britpop, etc	0		add this song to my playlist named Britpop, etc
I want to see The Happy Thieves at Marcus Corporation, can you show me movie times.	6		I want to see The Happy Thieves at Marcus Corporation, can you show me movie times.
show creativity Cum On Feel the Noize the video game	5		show creativity Cum On Feel the Noize the video game
Add song to my underground hits	0		Add song to my underground hits
Will it be stormy in MA	2		Will it be stormy in MA
Give Hornblower in the West Indies 0 / 6 points	4		Give Hornblower in the West Indies 0 / 6 points
Please look for Catch a Falling Star	5		Please look for Catch a Falling Star
Tell me the weather forecast for Molino, Washington	2		Tell me the weather forecast for Molino, Washington
Play nineties	3		Play nineties
put take up thy stethoscope and walk onto my verano playlist	0		put take up thy stethoscope and walk onto my verano playlist
Is the expected weather temperate here in 1 month	2		Is the expected weather temperate here in 1 month
I need to book a table at a place around here in PA for a party of two	1		I need to book a table at a place around here in PA for a party of two
Play some music from 1962 from Adeyto	3		Play some music from 1962 from Adeyto
add Paul Franklin to my The Bachelor Party	0		add Paul Franklin to my The Bachelor Party
my rating for Dilvish, the Damned is 4 out of 6	4		my rating for Dilvish, the Damned is 4 out of 6
Play my playlist TGIF on itunes	3		Play my playlist TGIF on itunes
What is the forecast for DE on 9/11/2035	2		What is the forecast for DE on 9/11/2035
1 points for Victory for Us Is to See You Suffer	4		1 points for Victory for Us Is to See You Suffer
Forecast for Econfina	2		Forecast for Econfina
Look for the Nightmare on Providence Street saga	5		Look for the Nightmare on Providence Street saga
Play The Soft Parade.	3		Play The Soft Parade.
What animated movies are in the neighbourhood 	6		What animated movies are in the neighbourhood 
what is the overcast forecast for Torrey Pines State Beach	2		what is the overcast forecast for Torrey Pines State Beach
Find the movie schedule for Great Escape Theatres.	6		Find the movie schedule for Great Escape Theatres.
find Reproductions: Songs of The Human League	5		find Reproductions: Songs of The Human League
show schedule for Cin cin	5		show schedule for Cin cin
Book a table for 8 at a pub in North Carolina	1		Book a table for 8 at a pub in North Carolina
Put horace silver and the jazz messengers on my running to rock 170 to 190 bpm playlist	0		Put horace silver and the jazz messengers on my running to rock 170 to 190 bpm playlist
Can you get me seating for a party of 4	1		Can you get me seating for a party of 4
Is it freezing close to DC?	2		Is it freezing close to DC?
What's the weather like in Groesbeck	2		What's the weather like in Groesbeck
Where is the closest movie theatre playing Yo, robot	6		Where is the closest movie theatre playing Yo, robot
Can you help me find a picture called Olympia 1974?	5		Can you help me find a picture called Olympia 1974?
what is the 10 pm forecast for Sweet Springs Wyoming	2		what is the 10 pm forecast for Sweet Springs Wyoming
What time are films showing in the neighborhood	6		What time are films showing in the neighborhood
Add another song to the country playlist. 	0		Add another song to the country playlist. 
Add Gary Valenciano to the power gaming playlist. 	0		Add Gary Valenciano to the power gaming playlist. 
Will it be sunny in Spain on 3/26/2023?	2		Will it be sunny in Spain on 3/26/2023?
book midday at a faraway cuban place for five at a top-rated bakery in Grainola	1		book midday at a faraway cuban place for five at a top-rated bakery in Grainola
I need a restaurant that can accommodate a party of ten in Avant.	1		I need a restaurant that can accommodate a party of ten in Avant.
Where can I find a photograph of The Lieutenant of Inishmore?	5		Where can I find a photograph of The Lieutenant of Inishmore?
find Projections, an album	5		find Projections, an album
play Deezer form 2010 tune by Dave Grohl	3		play Deezer form 2010 tune by Dave Grohl
Play the Instrumental Study on Vimeo.	3		Play the Instrumental Study on Vimeo.
Will it be colder this autumn in Wren, Saint Martin	2		Will it be colder this autumn in Wren, Saint Martin
What is the weather forecast nearby SC	2		What is the weather forecast nearby SC
Tell me the closest movie house playing Black Rage	6		Tell me the closest movie house playing Black Rage
Is it forecast to be warm in Doi Inthanon National Park?	2		Is it forecast to be warm in Doi Inthanon National Park?
Download The Red Eagle TV show	5		Download The Red Eagle TV show
Find a song called Magic in the Water.	5		Find a song called Magic in the Water.
Tell me the weather forecast for September 21, 2030 in Palau	2		Tell me the weather forecast for September 21, 2030 in Palau
show Thousand Miles movie	5		show Thousand Miles movie
Show me the movie times at Star Theatres	6		Show me the movie times at Star Theatres
Rate The Doomsters four out of 6 stars	4		Rate The Doomsters four out of 6 stars
I want to read the novel Love Is in Control	5		I want to read the novel Love Is in Control
I'd like to see The River of Stars TV series	5		I'd like to see The River of Stars TV series
Book a CO table at Windows on the World	1		Book a CO table at Windows on the World
Book a reservation for a restaurant serving burger in Malaysia	1		Book a reservation for a restaurant serving burger in Malaysia
Play On My Own	3		Play On My Own
Play music by Raheem Devaughn.	3		Play music by Raheem Devaughn.
Play a top track by Janamanchi Seshadri Sarma	3		Play a top track by Janamanchi Seshadri Sarma
What is the weather forecast for Midnight in DC?	2		What is the weather forecast for Midnight in DC?
Book a restaurant for four on october 9 in Maine	1		Book a restaurant for four on october 9 in Maine
What are the weather conditions in Noel?	2		What are the weather conditions in Noel?
Is it going to be chilly at nine am in Doolittle	2		Is it going to be chilly at nine am in Doolittle
Book a restaurant for a party of 7 in Paraguay on Saturday	1		Book a restaurant for a party of 7 in Paraguay on Saturday
I need a reservation for The French Laundry in OH for six	1		I need a reservation for The French Laundry in OH for six
rate this book four out of 6 points	4		rate this book four out of 6 points
Play the most popular Johnny Clarke on Deezer.	3		Play the most popular Johnny Clarke on Deezer.
Find me the photograph The Late Music	5		Find me the photograph The Late Music
Play Disco Tango to Power Walk	0		Play Disco Tango to Power Walk
Will there be hail around Khao Phanom Bencha National Park?	2		Will there be hail around Khao Phanom Bencha National Park?
Play my Still Got the Blues playlist.	3		Play my Still Got the Blues playlist.
play pop music with Groove Shark	3		play pop music with Groove Shark
Show the Philosophy and Phenomenological Research saga	5		Show the Philosophy and Phenomenological Research saga
Will it be hot two seconds from now in neighboring West Clear Creek Wilderness	2		Will it be hot two seconds from now in neighboring West Clear Creek Wilderness
find a movie house for Kickboxer 5 – Redemption	6		find a movie house for Kickboxer 5 – Redemption
Tell me the forecast for Elderton, Indiana in 19 hours	2		Tell me the forecast for Elderton, Indiana in 19 hours
Add Candlelight to my House Afterwork playlist.	0		Add Candlelight to my House Afterwork playlist.
Is it chillier in Hong Kong than it is here	2		Is it chillier in Hong Kong than it is here
show me the painting Live – Very Live in Concert	5		show me the painting Live – Very Live in Concert
Add iene miene mutte to Women of R&B playlist	0		Add iene miene mutte to Women of R&B playlist
Please get me the AiON show.	5		Please get me the AiON show.
Play Thelma Aoyama's latest concerto	3		Play Thelma Aoyama's latest concerto
book a table for jasmine, jeannie and leta	1		book a table for jasmine, jeannie and leta
I want to hear Sebastian's songs from the thirties on Youtube	3		I want to hear Sebastian's songs from the thirties on Youtube
Add Grey Cloudy Lies to the hip hop playlist. 	0		Add Grey Cloudy Lies to the hip hop playlist. 
rate this album 2 points	4		rate this album 2 points
What is the weather forecast for Winger	2		What is the weather forecast for Winger
I want to hear Major Harris's songs from the fifties	3		I want to hear Major Harris's songs from the fifties
stacy watson and adriana want to go to the best osteria in Hallowell Minnesota this afternoon	1		stacy watson and adriana want to go to the best osteria in Hallowell Minnesota this afternoon
Show me a copy of the picture Double Deal.	5		Show me a copy of the picture Double Deal.
what is the 11 pm forecast for here and far	2		what is the 11 pm forecast for here and far
I give a rating of 3 to The Ultimate Resource.	4		I give a rating of 3 to The Ultimate Resource.
Book a restaurant in seven in Fort McKinley	1		Book a restaurant in seven in Fort McKinley
What is the forecast for 1 PM in Minnesota?	2		What is the forecast for 1 PM in Minnesota?
Rate the Why Is Sex Fun? saga two of 6	4		Rate the Why Is Sex Fun? saga two of 6
Book a restaurant in Nebraska on january 25, 2034 for me and my mommy.	1		Book a restaurant in Nebraska on january 25, 2034 for me and my mommy.
Is it humid in Otsego Réunion	2		Is it humid in Otsego Réunion
give 2 out of 6 points to current essay	4		give 2 out of 6 points to current essay
what animated movies are playing at the closest movie house	6		what animated movies are playing at the closest movie house
Play me a song by Dj Paul Elstak in 1988 on Zvooq	3		Play me a song by Dj Paul Elstak in 1988 on Zvooq
book a spot for 1 at a south american restaurant	1		book a spot for 1 at a south american restaurant
Find me the When Harry Tries to Marry photograph	5		Find me the When Harry Tries to Marry photograph
rate in stars as a 6 for Lord of the Shadows which gets a four	4		rate in stars as a 6 for Lord of the Shadows which gets a four
play Robert Stoddard from 1988	3		play Robert Stoddard from 1988
Add a Tom Thacker tune to my rock classics	0		Add a Tom Thacker tune to my rock classics
 Book a restaurant in El Salvador for 10 people.	1		 Book a restaurant in El Salvador for 10 people.
Locate a cafeteria for two that serves deviled crab	1		Locate a cafeteria for two that serves deviled crab
Where animated movies does North American Cinemas feature	6		Where animated movies does North American Cinemas feature
rate this saga 0 out of 6	4		rate this saga 0 out of 6
What are the movie schedules	6		What are the movie schedules
add Split the Difference to my Women's Lit playlist	0		add Split the Difference to my Women's Lit playlist
give this current novel a three	4		give this current novel a three
what is the forecast for Bonner starting oct. 24th, 2025 for Argentina	2		what is the forecast for Bonner starting oct. 24th, 2025 for Argentina
give 4 star for this album	4		give 4 star for this album
Find a book called The CIA World Factbook.	5		Find a book called The CIA World Factbook.
Play me a Patrick Cowley ballad	3		Play me a Patrick Cowley ballad
Can you put consequences on my SOS 48 2016 playlist	0		Can you put consequences on my SOS 48 2016 playlist
Can you put Musiri Subramania Iyer's song onto the lo-fi love soundtrack?	0		Can you put Musiri Subramania Iyer's song onto the lo-fi love soundtrack?
Show Force of Nature	5		Show Force of Nature
Play the most popular track from Valery Alexandrovich Kipelov	3		Play the most popular track from Valery Alexandrovich Kipelov
Play a song from 1973.	3		Play a song from 1973.
what is the forecast for cloudy weather here	2		what is the forecast for cloudy weather here
is it supposed to get colder here on 12/28/2019	2		is it supposed to get colder here on 12/28/2019
Book an outdoor restaurant.	1		Book an outdoor restaurant.
Play All The Way My Savior Leads Me on Spotify	3		Play All The Way My Savior Leads Me on Spotify
Find the work I Looked Up	5		Find the work I Looked Up
Include Kunnon syy in my Trap Land playlist. 	0		Include Kunnon syy in my Trap Land playlist. 
PLpay the top ten track from Asia Nitollano on spotify.	3		PLpay the top ten track from Asia Nitollano on spotify.
I'd like to get a restaurant booked on mar. fourteenth in MD.	1		I'd like to get a restaurant booked on mar. fourteenth in MD.
in Delanson 1 hour from now reserve a table for four	1		in Delanson 1 hour from now reserve a table for four
Give this chronicle a 4 out of 6	4		Give this chronicle a 4 out of 6
Play a song from the seventies by Pepe Aguilar	3		Play a song from the seventies by Pepe Aguilar
show creative game Fear Thy Neighbor	5		show creative game Fear Thy Neighbor
Add a randy travis song to Deep Dark Indie Folk	0		Add a randy travis song to Deep Dark Indie Folk
Play me some music by Prince Alla from the twenties	3		Play me some music by Prince Alla from the twenties
Will it be windy at 7 AM in Dong Phou Vieng National Protected Area	2		Will it be windy at 7 AM in Dong Phou Vieng National Protected Area
Reserve a table for teresa and elnora at a fast food joint which serves fish and chips	1		Reserve a table for teresa and elnora at a fast food joint which serves fish and chips
Rate the current book one of 6 points	4		Rate the current book one of 6 points
Play a ballad by Owen Pallett from the seventies on Slacker.	3		Play a ballad by Owen Pallett from the seventies on Slacker.
Add Los Hombres Calientes Volume 3 New Congo Square to my descanso infinito playlist. 	0		Add Los Hombres Calientes Volume 3 New Congo Square to my descanso infinito playlist. 
Add tune to my Is It New Wave	0		Add tune to my Is It New Wave
Is it forecast to be cold in Wisconsin?	2		Is it forecast to be cold in Wisconsin?
play a chant by Marina Verenikina	3		play a chant by Marina Verenikina
I want to book an osteria for 9 in Gabon that serves donuts	1		I want to book an osteria for 9 in Gabon that serves donuts
show movie times for AMC Theatres	6		show movie times for AMC Theatres
Play any song from the eighties	3		Play any song from the eighties
I want to add an album to noreen's endorphin rush playlist. 	0		I want to add an album to noreen's endorphin rush playlist. 
where is The Cycle playing	6		where is The Cycle playing
Add a track to my dinner playlist	0		Add a track to my dinner playlist
Play the best chant of 1975	3		Play the best chant of 1975
add saxophone supremacy to ofelia's calm before the storm playlist	0		add saxophone supremacy to ofelia's calm before the storm playlist
Add another artist to the Spotlight on Country 2016 playlist. 	0		Add another artist to the Spotlight on Country 2016 playlist. 
find movie schedules for Loews Cineplex	6		find movie schedules for Loews Cineplex
I'd like to eat souvlaki fast food with a party of two	1		I'd like to eat souvlaki fast food with a party of two
play the greatest james yorkston song	3		play the greatest james yorkston song
show the creativity of Where What When	5		show the creativity of Where What When
What time is Southern Theatres showing Ukraine Is Not a Brothel?	6		What time is Southern Theatres showing Ukraine Is Not a Brothel?
Please put another tune into the laundry playlist. 	0		Please put another tune into the laundry playlist. 
Rate this chronicle a 3	4		Rate this chronicle a 3
I want to add lady maisry to my playlist lo que suena new york	0		I want to add lady maisry to my playlist lo que suena new york
Can the artist big mama thornton be put onto my Trabajo Relax playlist?	0		Can the artist big mama thornton be put onto my Trabajo Relax playlist?
Will it be colder here one minute from now	2		Will it be colder here one minute from now
Please book a restaurant room which serves hangtown fry dish in Jagual 	1		Please book a restaurant room which serves hangtown fry dish in Jagual 
show me the schedule of films in the neighbourhood	6		show me the schedule of films in the neighbourhood
Play my Éxitos España playlist	3		Play my Éxitos España playlist
what time can i see Mojave Phone Booth	6		what time can i see Mojave Phone Booth
will it rain today in Circleville	2		will it rain today in Circleville
I need to find the creative work Prince Hours	5		I need to find the creative work Prince Hours
Add the artist to the Latin Jazz playlist.	0		Add the artist to the Latin Jazz playlist.
when is Our Story showing next at North American Cinemas	6		when is Our Story showing next at North American Cinemas
add this track to my Dinnertime Acoustics playist	0		add this track to my Dinnertime Acoustics playist
I give a rating of four to this textbook.	4		I give a rating of four to this textbook.
add songs in 90's hip hop of artist	0		add songs in 90's hip hop of artist
play some Alte Kameraden music	3		play some Alte Kameraden music
find Endless Horizons	6		find Endless Horizons
Show me the nearest movie house showing He Won a Ranch	6		Show me the nearest movie house showing He Won a Ranch
play Christina Milian latest music	3		play Christina Milian latest music
I would rate The Spoiler 0 stars	4		I would rate The Spoiler 0 stars
What times will animated movies be showing nearby?	6		What times will animated movies be showing nearby?
find a soundtrack for Lords of the Rising Sun	5		find a soundtrack for Lords of the Rising Sun
Add Marianne Faithfull to june's Hillary Clinton's Women's History Month Playlist.	0		Add Marianne Faithfull to june's Hillary Clinton's Women's History Month Playlist.
make a table reservation at the top-rated brasserie in Cotton Center	1		make a table reservation at the top-rated brasserie in Cotton Center
Will there be a blizzard next friday close in TN?	2		Will there be a blizzard next friday close in TN?
Add r u still in 2 it to the under the surface playlist	0		Add r u still in 2 it to the under the surface playlist
Will it be foggy in 1 hour and 1 minute from now in OK	2		Will it be foggy in 1 hour and 1 minute from now in OK
add my old kentucky home to Fresh Finds Fire Emoji	0		add my old kentucky home to Fresh Finds Fire Emoji
Will it be colder in Winnebago	2		Will it be colder in Winnebago
I want to eat at a pickled cucumber brasserie in 12 months	1		I want to eat at a pickled cucumber brasserie in 12 months
book sot for one at restaurant with wifi	1		book sot for one at restaurant with wifi
Another Girl, Another Planet gets only one of a possiable 6 rating	4		Another Girl, Another Planet gets only one of a possiable 6 rating
Add a tune to the Calm Vibes playlist.	0		Add a tune to the Calm Vibes playlist.
Will there be snowfall faraway from Robinson Forest	2		Will there be snowfall faraway from Robinson Forest
What's the weather in Swift River Reservation	2		What's the weather in Swift River Reservation
rate the book The World Is Full of Divorced Women 2 out of 6 stars	4		rate the book The World Is Full of Divorced Women 2 out of 6 stars
what time is The Dungeonmaster playing at AMC Theaters	6		what time is The Dungeonmaster playing at AMC Theaters
movie schedules at AMC Theaters	6		movie schedules at AMC Theaters
Where the The Housemaid playing and when	6		Where the The Housemaid playing and when
Please look up The Lamentable Journey of Omaha Bigelow into the Impenetrable Loisaida Jungle television show.	5		Please look up The Lamentable Journey of Omaha Bigelow into the Impenetrable Loisaida Jungle television show.
Where can I see the movie Across the Line: The Exodus of Charlie Wright?	5		Where can I see the movie Across the Line: The Exodus of Charlie Wright?
book a restaurant for me, valarie and caroline in 56 weeks  in Soldier Pond	1		book a restaurant for me, valarie and caroline in 56 weeks  in Soldier Pond
Find the schedule for Wenn Lucy springt now at a movie theatre.	6		Find the schedule for Wenn Lucy springt now at a movie theatre.
Add a bill deasy track to the conexiones playlist. 	0		Add a bill deasy track to the conexiones playlist. 
add cliffs of dooneen in playlist Lo Que Suena Los Angeles	0		add cliffs of dooneen in playlist Lo Que Suena Los Angeles
Rate this essay 2 out of 6 stars	4		Rate this essay 2 out of 6 stars
What films are playing at Pacific Theatres	6		What films are playing at Pacific Theatres
Look for the Editor & Publisher TV series	5		Look for the Editor & Publisher TV series
Is cloudy in Lyncourt?	2		Is cloudy in Lyncourt?
Find movie schedules at IMAX Corporation	6		Find movie schedules at IMAX Corporation
Will it be chillier in Suwannee	2		Will it be chillier in Suwannee
are there any movies playing around here	6		are there any movies playing around here
Find a novel called A Perfect Day.	5		Find a novel called A Perfect Day.
find PlayStation官方杂志, a song	5		find PlayStation官方杂志, a song
Is it hot in Wind Ridge Guam	2		Is it hot in Wind Ridge Guam
find The Magical World of Roger Whittaker	5		find The Magical World of Roger Whittaker
Play Socialism Is Good by terje bakken on Spotify.	3		Play Socialism Is Good by terje bakken on Spotify.
Rate this book a zero	4		Rate this book a zero
find Loved Ones for me	5		find Loved Ones for me
Add the entity Por una cabeza to my playlist Forever Alone	0		Add the entity Por una cabeza to my playlist Forever Alone
find films in 12 hours at the nearest movie theatre	6		find films in 12 hours at the nearest movie theatre
play Lily, Rosemary And The Jack Of Hearts by Chris Goss	3		play Lily, Rosemary And The Jack Of Hearts by Chris Goss
Find movie schedule for animated movies in the area	6		Find movie schedule for animated movies in the area
show Texas Review of Entertainment & Sports Law creative song	5		show Texas Review of Entertainment & Sports Law creative song
Can you get me a table at a chicken and waffles joint in New Mexico	1		Can you get me a table at a chicken and waffles joint in New Mexico
Rate this chronicle three of 6 stars	4		Rate this chronicle three of 6 stars
Add a kiley dean tune to my jazz for loving couples playlist 	0		Add a kiley dean tune to my jazz for loving couples playlist 
Play a 2014 theme from Greg Pattillo	3		Play a 2014 theme from Greg Pattillo
play some papoose from 2003 on youtube	3		play some papoose from 2003 on youtube
List movie schedules	6		List movie schedules
play the music track of 1998	3		play the music track of 1998
Find me Recorder and Randsell	5		Find me Recorder and Randsell
find Cluster Computing, a game	5		find Cluster Computing, a game
rate this book titled The Clue in the Old Album one out of 6 stars	4		rate this book titled The Clue in the Old Album one out of 6 stars
Rate this essay 4 of 6 stars	4		Rate this essay 4 of 6 stars
Can I get the movie times for films in the neighborhood?	6		Can I get the movie times for films in the neighborhood?
Rate my current textbook four out of 6	4		Rate my current textbook four out of 6
This current essay deserves 0 stars	4		This current essay deserves 0 stars
rate Six Months in Mexico 1 out of 6	4		rate Six Months in Mexico 1 out of 6
What time is The Riders of the Whistling Skull playing at Magic Johnson Theatres	6		What time is The Riders of the Whistling Skull playing at Magic Johnson Theatres
book in Vermont at The Maisonette	1		book in Vermont at The Maisonette
Play jazz music by Zvooq	3		Play jazz music by Zvooq
In Hawaii will it be warmer at 3 am	2		In Hawaii will it be warmer at 3 am
What is the weather for Cormorant, ME	2		What is the weather for Cormorant, ME
Add entity eternally to playlist Lazy Chill Afternoon	0		Add entity eternally to playlist Lazy Chill Afternoon
What movies are playing nearby?	6		What movies are playing nearby?
please put Linzi Stoppard into my sxsw fresh playlist	0		please put Linzi Stoppard into my sxsw fresh playlist
Will it be chilly in Liberty City Bhutan?	2		Will it be chilly in Liberty City Bhutan?
play the Ashley Tisdale discography TV show	5		play the Ashley Tisdale discography TV show
add the tune to my jazz vibes playlist	0		add the tune to my jazz vibes playlist
Play me a popular Ronnie Wood soundtrack	3		Play me a popular Ronnie Wood soundtrack
add the artist cho kyu hyun to Funky Jams	0		add the artist cho kyu hyun to Funky Jams
I'd like to book the best restaurant in AS.	1		I'd like to book the best restaurant in AS.
Play 2gether by Jade Puget	3		Play 2gether by Jade Puget
What is the trailer for Feel the Passion.	5		What is the trailer for Feel the Passion.
Play the most popular Coti songs on Pandora	3		Play the most popular Coti songs on Pandora
add hold tight to my throwback party	0		add hold tight to my throwback party
Will it be warm at Tembe Elephant Park on san jacinto day	2		Will it be warm at Tembe Elephant Park on san jacinto day
What theater is showing From Paris with Love and when?	6		What theater is showing From Paris with Love and when?
I'd like to see the trailer for History and Theory	5		I'd like to see the trailer for History and Theory
Where can I find the movie schedules?	6		Where can I find the movie schedules?
find Join the Dots: B-sides and Rarities	5		find Join the Dots: B-sides and Rarities
I am giving this current novel 1 out of 6 stars	4		I am giving this current novel 1 out of 6 stars
Will rainfall continue here tomorrow?	2		Will rainfall continue here tomorrow?
find movie schedules for AMC Theaters	6		find movie schedules for AMC Theaters
Play a new song form the eighties	3		Play a new song form the eighties
What's the weather like in Wyandotte Netherlands Antilles	2		What's the weather like in Wyandotte Netherlands Antilles
give me the movie times	6		give me the movie times
Find the movie times for nearby films.	6		Find the movie times for nearby films.
what will the weather be in four weeks around Tsingy de Bemaraha Strict Nature Reserve?	2		what will the weather be in four weeks around Tsingy de Bemaraha Strict Nature Reserve?
What will the weather be one hour from now in AS?	2		What will the weather be one hour from now in AS?
play Dick Marx	3		play Dick Marx
what is the forecast for Orienta for hotter weather	2		what is the forecast for Orienta for hotter weather
Play the track R U Professional by Roberto Carlos Braga	3		Play the track R U Professional by Roberto Carlos Braga
this track should go on my evening chill playlist	0		this track should go on my evening chill playlist
I'm looking for the last track by Fei Yu Ching from the fourties	3		I'm looking for the last track by Fei Yu Ching from the fourties
I'd like to book at a place in AR, looking for an oyster bar that is indoor and can accommodate a party of eight that is also within walking distance.	1		I'd like to book at a place in AR, looking for an oyster bar that is indoor and can accommodate a party of eight that is also within walking distance.
show me The Best Of: Volume 1 TV series	5		show me The Best Of: Volume 1 TV series
